185.62.230.0/24 #AS215713 UEC-AUK United Education Company CJSC, KW
192.207.214.0/23 #AS395073 UMMC University of Mississippi Medical Center, US
192.231.68.0/24 #AS395073 UMMC University of Mississippi Medical Center, US
192.231.71.0/24 #AS395073 UMMC University of Mississippi Medical Center, US
192.231.72.0/24 #AS395073 UMMC University of Mississippi Medical Center, US
217.69.96.0/20 #AS198500 MUNINET-AS Masarykova univerzita - Ustav vypocetni techniky, CZ
144.206.128.0/21 #AS29493 GRIDPNPI Federal State Budget Institution Petersburg Institute of Nuclear Physics of B.P. Konstantinov, RU
74.200.134.0/24 #AS18791 TCU Texas Christian University, US
138.237.0.0/16 #AS18791 TCU Texas Christian University, US
205.173.168.0/21 #AS53296 SCASD State College Area School District, US
202.254.32.0/20 #AS18143 DCSNET Mitsubishi Research Institute DCS Co. Ltd., JP
102.219.83.0/24 #AS328845 COBE-AS The Governing Body of College of Business Education, TZ
138.192.0.0/16 #AS21727 HAMLINE-EDU Hamline University, US
193.150.116.0/24 #AS57438 KRASMED-AS Federal State Budgetary Educational Institution of Higher Education Krasnoyarsk State Medical University named after Professor V.F. Voino-Yasenetsky of the Ministry of Health of the Russian Federation, RU
136.165.0.0/16 #AS1657 LOUISVILLE University of Louisville, US
101.1.8.0/21 #AS7624 JEONJU-AS jeonju university, KR
112.140.152.0/21 #AS7624 JEONJU-AS jeonju university, KR
202.31.224.0/19 #AS7624 JEONJU-AS jeonju university, KR
202.174.88.0/22 #AS7624 JEONJU-AS jeonju university, KR
103.92.232.0/23 #AS136112 IDNIC-UTY-AS-ID Universitas Teknologi Yogyakarta, ID
200.126.50.0/23 #AS263214 UNIVERSIDAD-SANTO-TOMAS UNIVERSIDAD SANTO TOMAS, CL
101.108.157.0/24 #AS139753 UNINET-AS-VRU-AP Office of Info.Tech. Admin. for Educational Development, TH
202.29.39.0/24 #AS139753 UNINET-AS-VRU-AP Office of Info.Tech. Admin. for Educational Development, TH
136.242.0.0/19 #AS186 CUA-AS The Catholic University of America, US
192.31.193.0/24 #AS186 CUA-AS The Catholic University of America, US
200.34.96.0/21 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.104.0/23 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.107.0/24 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.108.0/22 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.152.0/23 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.155.0/24 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.176.0/22 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.180.0/23 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.182.0/24 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
200.34.184.0/21 #AS10479 INSTITUTO-TECNOLOGICO-ESTUDIOS Instituto Tecnológico y de Estudios Superiores de Monterrey, MX
61.108.227.0/24 #AS45394 EPKINET KERIS, KR
158.97.0.0/16 #AS3640 CICESE C I C E S E, MX
192.84.12.0/24 #AS3640 CICESE C I C E S E, MX
64.107.8.0/21 #AS40038 MORAINEVALLEY-NET Moraine Valley Community College, US
68.170.4.0/22 #AS40038 MORAINEVALLEY-NET Moraine Valley Community College, US
202.59.241.0/24 #AS55773 WIOT3690-AU Wodonga Institute of TAFE, AU
204.129.0.0/16 #AS13940 SJCOE San Joaquin County Office of Education, US
103.131.35.0/24 #AS138353 NISTINTERNATIONALSCHOOL-AS-AP NIST INTERNATIONAL SCHOOL, TH
129.63.0.0/16 #AS46905 UMASS-LOWELL University of Massachusetts - Lowell, US
46.46.190.0/24 #AS200453 STPR-AS AO Institute Stroyproekt (JSC), RU
45.155.104.0/22 #AS208178 NLR Federal State Institution National Library of Russia (NLR), RU
8.2.68.0/24 #AS396835 CSDL01 The Charles Stark Draper Laboratory Inc., US
140.102.0.0/16 #AS396835 CSDL01 The Charles Stark Draper Laboratory Inc., US
192.80.95.0/24 #AS396835 CSDL01 The Charles Stark Draper Laboratory Inc., US
192.138.225.0/24 #AS396835 CSDL01 The Charles Stark Draper Laboratory Inc., US
192.52.177.0/24 #AS26589 NYSERDA New York State Energy Research and Development Authority, US
158.250.36.0/24 #AS213761 MSU-RCC Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University, RU
144.74.0.0/16 #AS25978 RUSH-EXTERNAL Rush University Medical Center, US
192.16.96.0/22 #AS397886 SUPERNET SUPERNet, US
47.45.41.0/24 #AS399520 LINDENWOOD-UNIVERSITY Lindenwood University, US
68.191.206.0/23 #AS399520 LINDENWOOD-UNIVERSITY Lindenwood University, US
64.56.90.0/24 #AS16393 BARRYU-AS Barry University, US
147.27.0.0/16 #AS8278 TUC-AS Technical University of Crete, GR
64.147.48.0/20 #AS55032 JAXNET-BH-01 The Jackson Laboratory, US
192.43.249.0/24 #AS55032 JAXNET-BH-01 The Jackson Laboratory, US
209.209.24.0/24 #AS1025 VCHS-EDGE-1 Valor Christian High School, US
103.151.145.0/24 #AS150533 IDNIC-UNISMUH-AS-ID Universitas Muhammadiyah Makassar, ID
192.30.115.0/24 #AS6492 PCCD Palomar Community College District, US
205.153.156.0/22 #AS6492 PCCD Palomar Community College District, US
193.134.192.0/21 #AS28916 ILO-NET-AS International Labour Office, CH
193.246.12.0/22 #AS28916 ILO-NET-AS International Labour Office, CH
45.129.152.0/23 #AS210239 ZNIIS-AS The M.I. Krivosheev National Research Centre for Telecommunication, RU
45.129.154.0/24 #AS210239 ZNIIS-AS The M.I. Krivosheev National Research Centre for Telecommunication, RU
209.40.88.0/24 #AS397765 CCA California College of the Arts, US
198.140.242.0/24 #AS62510 NESATX North East Independent School District, US
129.233.192.0/22 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
129.233.196.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.28.0/22 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.32.0/21 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.60.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.70.0/23 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.72.0/22 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.88.0/22 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.114.0/23 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.128.0/22 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.204.0/23 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
153.96.206.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.41.227.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.44.7.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.44.14.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.44.16.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.44.19.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.44.22.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.44.27.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.107.235.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
192.107.236.0/24 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
194.113.96.0/22 #AS60824 FRAUNHOFER-FREIBURG Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V., DE
170.210.192.0/21 #AS263235 UNIVERSIDAD-NACIONAL-MISIONES Universidad Nacional de Misiones, AR
192.100.186.0/23 #AS263235 UNIVERSIDAD-NACIONAL-MISIONES Universidad Nacional de Misiones, AR
202.125.103.0/24 #AS55477 ADMU-AS-PH Ateneo de Manila University, PH
194.44.142.0/23 #AS28804 UKMA-AS National University Kievo-Mohylanska Academia, UA
129.64.0.0/16 #AS10561 BRANDEIS Brandeis University, US
103.161.253.0/24 #AS141635 IDNIC-IAINJEMBER-AS-ID Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember, ID
192.58.122.0/24 #AS13862 NCSU-SNARE North Carolina State University, US
192.100.191.0/24 #AS269999 UNIVERSIDAD-MARIANA UNIVERSIDAD MARIANA, CO
41.74.80.0/20 #AS37263 UEW-AS University of Education Winneba - AS, GH
210.179.230.0/23 #AS10039 KHIDI-AS Korea Health Industry Development Institute, KR
144.204.0.0/16 #AS2426 FR-RENATER-RUBIS Renater, FR
198.89.186.0/23 #AS36279 MISERI-COLLEGE-1 Misericordia University, US
12.205.97.0/24 #AS22888 SUAGM Sistema Universitario Ana G. Mendez, PR
173.215.128.0/24 #AS22888 SUAGM Sistema Universitario Ana G. Mendez, PR
208.95.36.0/22 #AS22888 SUAGM Sistema Universitario Ana G. Mendez, PR
100.42.128.0/20 #AS26732 WAGNER-COLLEGE Wagner College, US
209.221.88.0/24 #AS30713 YRDSB York Region District School Board, CA
209.221.90.0/23 #AS30713 YRDSB York Region District School Board, CA
209.221.92.0/22 #AS30713 YRDSB York Region District School Board, CA
168.102.133.0/24 #AS400236 EACS-5 East Allen County Schools, US
168.102.136.0/24 #AS400236 EACS-5 East Allen County Schools, US
131.171.0.0/16 #AS22877 UMUC University of Maryland Global Campus, US
204.81.0.0/16 #AS17120 NBDOE-ORG New Brunswick Department of Education and Early Childhood Development, CA
204.82.0.0/16 #AS17120 NBDOE-ORG New Brunswick Department of Education and Early Childhood Development, CA
209.232.116.0/24 #AS26066 NVUSD Napa Valley Unified School District, US
65.112.125.0/24 #AS399948 CCU-LAKEWOOD Colorado Christian University, US
202.6.102.0/24 #AS45494 LAHAI-SG Nepal R&E Network, NP
194.183.186.0/24 #AS201920 QUASAR-AS Research center QUASAR Limited company, UA
72.21.96.0/19 #AS47064 ESCXV Education Service Center Region XV, US
203.4.164.0/22 #AS149872 PMCI-AS-AP Peter MacCallum Cancer Centre, AU
148.81.230.0/24 #AS201617 ILOT SIEC BADAWCZA LUKASIEWICZ-INSTYTUT LOTNICTWA, PL
198.49.206.0/24 #AS2633 NAS1-AS National Academy of Sciences, US
214.9.168.0/24 #AS2633 NAS1-AS National Academy of Sciences, US
76.165.0.0/16 #AS26002 SU-NOC Southern University, US
192.195.100.0/24 #AS26002 SU-NOC Southern University, US
192.203.199.0/24 #AS26002 SU-NOC Southern University, US
192.203.200.0/24 #AS26002 SU-NOC Southern University, US
192.207.173.0/24 #AS26002 SU-NOC Southern University, US
192.195.225.0/24 #AS397348 UE-1 University of Evansville, US
192.195.226.0/23 #AS397348 UE-1 University of Evansville, US
192.195.228.0/23 #AS397348 UE-1 University of Evansville, US
192.195.230.0/24 #AS397348 UE-1 University of Evansville, US
132.212.0.0/16 #AS54606 UQAC-AS Universite du Quebec a Chicoutimi, CA
206.167.213.0/24 #AS54606 UQAC-AS Universite du Quebec a Chicoutimi, CA
44.30.131.0/24 #AS203309 CHOCO-AS Liangyi Ma, CN
1.247.193.0/24 #AS55625 CWUNET-AS Chungwoon University, KR
1.247.194.0/23 #AS55625 CWUNET-AS Chungwoon University, KR
1.247.196.0/22 #AS55625 CWUNET-AS Chungwoon University, KR
1.247.200.0/23 #AS55625 CWUNET-AS Chungwoon University, KR
1.247.202.0/24 #AS55625 CWUNET-AS Chungwoon University, KR
175.204.143.0/24 #AS55625 CWUNET-AS Chungwoon University, KR
175.204.144.0/23 #AS55625 CWUNET-AS Chungwoon University, KR
210.95.164.0/22 #AS55625 CWUNET-AS Chungwoon University, KR
210.97.44.0/23 #AS55625 CWUNET-AS Chungwoon University, KR
210.97.46.0/24 #AS55625 CWUNET-AS Chungwoon University, KR
1.237.2.0/23 #AS38392 GOEYP-AS KYONGGI YANGPYEONG OFFICE OF EDUCATION, KR
118.32.40.0/24 #AS38392 GOEYP-AS KYONGGI YANGPYEONG OFFICE OF EDUCATION, KR
121.163.255.0/24 #AS38392 GOEYP-AS KYONGGI YANGPYEONG OFFICE OF EDUCATION, KR
211.184.234.0/24 #AS38392 GOEYP-AS KYONGGI YANGPYEONG OFFICE OF EDUCATION, KR
206.201.208.0/23 #AS12205 SCSD Sachem Central School District, US
193.51.58.0/24 #AS2088 FR-RENATER-MAYOTTE Renater, FR
193.54.33.0/24 #AS2088 FR-RENATER-MAYOTTE Renater, FR
193.55.5.0/24 #AS2088 FR-RENATER-MAYOTTE Renater, FR
77.81.184.0/23 #AS39815 ULBS-AS Lucian Blaga University of Sibiu, RO
193.226.29.0/24 #AS39815 ULBS-AS Lucian Blaga University of Sibiu, RO
194.169.191.0/24 #AS39815 ULBS-AS Lucian Blaga University of Sibiu, RO
168.170.0.0/16 #AS2903 MORIC Madison-Oneida BOCES, US
62.76.152.0/24 #AS24683 OSU-AS Federal State Budgetary Educational Institution Of Higher Education Orenburg State University Named After V. A. Bondarenko, RU
195.2.210.0/23 #AS24683 OSU-AS Federal State Budgetary Educational Institution Of Higher Education Orenburg State University Named After V. A. Bondarenko, RU
76.165.0.0/16 #AS54529 LCRC-AS Louisiana Cancer Research Center, US
207.174.174.0/24 #AS54529 LCRC-AS Louisiana Cancer Research Center, US
103.242.78.0/24 #AS151541 IDNIC-UNMUHJEMBER-AS-ID Universitas Muhammadiyah Jember, ID
162.252.228.0/22 #AS393307 CHSNJ-ASN1 Cooper University Hospital, US
104.153.166.0/24 #AS11407 CPSD6 Central Point School District 6, US
81.181.249.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.47.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.49.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.54.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.139.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.140.0/22 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.177.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.182.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.208.0/21 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.236.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.120.252.0/22 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.20.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.22.0/23 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.59.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.64.0/21 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.88.0/21 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.128.0/21 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.141.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.152.0/23 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.166.0/23 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.121.199.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.122.181.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.123.64.0/18 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
85.123.128.0/17 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
192.162.16.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
193.226.27.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
193.230.0.0/17 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
194.105.6.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
194.105.16.0/24 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
212.35.128.0/19 #AS3233 ICI-ROTLD Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti, RO
205.213.241.0/24 #AS55133 ST-CROIX-CENTRAL-SCHOOL-DISTRICT St. Croix Central School District, US
202.29.12.0/24 #AS24475 THAIREN-TRANSIT-AS-AP Office of Info.Tech. Admin. for Educational Development, TH
192.67.189.0/24 #AS204680 KIT-STUDENT Karlsruhe Institute of Technology, DE
137.164.118.0/23 #AS23489 MARINK12 Marin County Office of Education, US
137.164.120.0/23 #AS23489 MARINK12 Marin County Office of Education, US
137.164.143.0/24 #AS23489 MARINK12 Marin County Office of Education, US
199.88.94.0/23 #AS23489 MARINK12 Marin County Office of Education, US
199.88.96.0/23 #AS23489 MARINK12 Marin County Office of Education, US
199.88.99.0/24 #AS23489 MARINK12 Marin County Office of Education, US
199.88.100.0/24 #AS23489 MARINK12 Marin County Office of Education, US
199.88.112.0/24 #AS23489 MARINK12 Marin County Office of Education, US
199.88.119.0/24 #AS23489 MARINK12 Marin County Office of Education, US
199.88.124.0/23 #AS23489 MARINK12 Marin County Office of Education, US
64.79.176.0/20 #AS10353 STCC-5 Southwest Tennessee Community College, US
130.15.0.0/16 #AS31983 QUEENSU-KINGSTON Queen's University at Kingston, CA
8.41.195.0/24 #AS20188 GMU1325 Gwynedd Mercy College, US
198.168.0.0/24 #AS20188 GMU1325 Gwynedd Mercy College, US
136.183.0.0/16 #AS19933 BUFFALOSTATE Buffalo State College, US
103.106.73.0/24 #AS131204 UIS-AS-AP Universiti Islam Selangor (UIS), MY
193.169.176.0/23 #AS9041 USPU Ural State Pedagogical University, RU
192.148.234.0/24 #AS398643 SRU-ASN Slippery Rock University of Pennsylvania, US
204.108.178.0/23 #AS398643 SRU-ASN Slippery Rock University of Pennsylvania, US
205.149.64.0/19 #AS398643 SRU-ASN Slippery Rock University of Pennsylvania, US
128.3.0.0/16 #AS16 LBL Lawrence Berkeley National Laboratory, US
131.243.0.0/16 #AS16 LBL Lawrence Berkeley National Laboratory, US
103.9.183.0/24 #AS134627 IDNIC-UKSW-AS-ID Universitas Kristen Satya Wacana, ID
103.178.23.0/24 #AS134627 IDNIC-UKSW-AS-ID Universitas Kristen Satya Wacana, ID
8.42.168.0/24 #AS54025 CAPELLAUNIVERSITY Capella University, US
174.46.23.0/24 #AS46928 ACADEMY-SPORTS-OUTDOORS Academy Sports + Outdoors, US
38.68.73.0/24 #AS32438 GRO-UCFUSM-1N Michigan State University Federal Credit Union, US
67.129.193.0/24 #AS32438 GRO-UCFUSM-1N Michigan State University Federal Credit Union, US
103.107.187.0/24 #AS137300 IDNIC-AR-RANIRY-AS-ID UIN AR-RANIRY, ID
203.24.9.0/24 #AS150672 THEHUTCHINSSCHOOL-AS-AP Hutchins School Board of Management, AU
207.231.240.0/20 #AS101 WASH-NSF-AS University of Washington, US
209.124.176.0/20 #AS101 WASH-NSF-AS University of Washington, US
199.83.216.0/23 #AS20160 LSCPA Lamar State College - Port Arthur, US
199.83.219.0/24 #AS20160 LSCPA Lamar State College - Port Arthur, US
72.255.208.0/20 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
162.212.4.0/22 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
199.231.104.0/22 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
208.80.216.0/22 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
208.89.0.0/22 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
209.142.92.0/24 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
216.112.240.0/23 #AS16908 ATRGNJ01 Advanced Technologies Research Group Inc., US
212.109.128.0/20 #AS9103 ZIELMAN-EDU-AS Uniwersytet Zielonogorski, PL
206.78.112.0/23 #AS27502 CHOWCHILLADIST Madera County Office of Education, US
167.86.0.0/19 #AS47003 ALPS-AS-1 Littleton Public Schools, US
1.245.49.0/24 #AS9523 MOKWON-AS Mokwon University, KR
1.245.50.0/24 #AS9523 MOKWON-AS Mokwon University, KR
114.70.140.0/23 #AS9523 MOKWON-AS Mokwon University, KR
114.70.142.0/24 #AS9523 MOKWON-AS Mokwon University, KR
175.126.99.0/24 #AS9523 MOKWON-AS Mokwon University, KR
175.126.128.0/23 #AS9523 MOKWON-AS Mokwon University, KR
203.230.136.0/21 #AS9523 MOKWON-AS Mokwon University, KR
203.230.144.0/21 #AS9523 MOKWON-AS Mokwon University, KR
203.249.114.0/23 #AS9523 MOKWON-AS Mokwon University, KR
203.249.116.0/22 #AS9523 MOKWON-AS Mokwon University, KR
220.68.200.0/21 #AS9523 MOKWON-AS Mokwon University, KR
220.68.208.0/23 #AS9523 MOKWON-AS Mokwon University, KR
220.81.195.0/24 #AS9523 MOKWON-AS Mokwon University, KR
220.81.196.0/22 #AS9523 MOKWON-AS Mokwon University, KR
168.9.120.0/24 #AS395812 HCBE Haralson County Board of Education, US
220.68.62.0/23 #AS9969 NUCH-AS Korea National University of Cultural Heritage, KR
192.188.230.0/23 #AS54294 ECC-LINK-001 ERIE COMMUNITY COLLEGE, US
192.188.232.0/24 #AS54294 ECC-LINK-001 ERIE COMMUNITY COLLEGE, US
198.99.88.0/23 #AS54294 ECC-LINK-001 ERIE COMMUNITY COLLEGE, US
198.99.90.0/24 #AS54294 ECC-LINK-001 ERIE COMMUNITY COLLEGE, US
199.29.6.0/23 #AS54294 ECC-LINK-001 ERIE COMMUNITY COLLEGE, US
199.29.8.0/24 #AS54294 ECC-LINK-001 ERIE COMMUNITY COLLEGE, US
165.101.190.0/23 #AS154053 HNUE-VN Hanoi National University of Education, VN
203.33.72.0/24 #AS153472 WBCC-AS-AP William Branwhite Clarke College, AU
165.123.192.0/23 #AS400653 UPENN-WHARTON-SF University of Pennsylvania, US
192.136.110.0/24 #AS397535 WNMU-ASN Western New Mexico University, US
198.59.153.0/24 #AS397535 WNMU-ASN Western New Mexico University, US
198.187.251.0/24 #AS397535 WNMU-ASN Western New Mexico University, US
103.166.147.0/24 #AS141951 IDNIC-POLTEKTEGAL-AS-ID Politeknik Harapan Bersama Tegal, ID
62.76.160.0/22 #AS48731 VSAU FEDERAL STATE BUDGETARY EDUCATIONAL INSTITUTION OF HIGHER EDUCATION VORONEZH STATE AGRARIAN UNIVERSITY NAMED AFTER EMPEROR PETER I, RU
199.102.169.0/24 #AS11783 BROOK-LAW Brooklyn Law School, US
199.102.172.0/23 #AS11783 BROOK-LAW Brooklyn Law School, US
160.75.0.0/16 #AS9095 ISTANBUL-TEKNIK-UNIVERSITESI Istanbul Teknik Universitesi, TR
161.9.0.0/17 #AS9095 ISTANBUL-TEKNIK-UNIVERSITESI Istanbul Teknik Universitesi, TR
203.18.51.0/24 #AS56166 IISERBNET-IN Indian Institute of Science Education and Research Bhopal, IN
200.229.248.0/23 #AS12136 NUCLEO-INF-COORD Núcleo de Inf. e Coord. do Ponto BR - NIC.BR, BR
103.67.60.0/23 #AS151977 RUOPP-AS-AP Royal University of Phnom Penh, KH
144.79.202.0/24 #AS142171 IDNIC-ASSYIFA-ID Yayasan As Syifa Al Khoeriyyah, ID
103.229.249.0/24 #AS18378 NIWA-AS-AP National Institute of Water and Atmospheric Research Ltd, NZ
202.36.29.0/24 #AS18378 NIWA-AS-AP National Institute of Water and Atmospheric Research Ltd, NZ
204.19.224.0/24 #AS396867 ASN-KINGSWAY-01 Kingsway Regional School District, US
95.183.216.0/22 #AS42626 ATAUNI-AS ATATURK-UNIVERSITESI, TR
193.255.58.0/24 #AS42626 ATAUNI-AS ATATURK-UNIVERSITESI, TR
194.27.48.0/23 #AS42626 ATAUNI-AS ATATURK-UNIVERSITESI, TR
103.36.68.0/24 #AS133361 IDNIC-UNPAR-AS-ID Universitas Katolik Parahyangan, ID
103.37.229.0/24 #AS133361 IDNIC-UNPAR-AS-ID Universitas Katolik Parahyangan, ID
201.234.229.0/24 #AS27872 URBE-UNIVERSIDAD-DR URBE - Universidad Dr. Rafael Belloso, VE
81.17.141.0/24 #AS60918 KHADI-AS Kharkiv National Automobile and Highway University, UA
170.210.120.0/21 #AS61476 UNIVERSIDAD-NACIONAL-LA-PAMPA Universidad Nacional de La Pampa, AR
190.104.88.0/21 #AS61476 UNIVERSIDAD-NACIONAL-LA-PAMPA Universidad Nacional de La Pampa, AR
103.134.13.0/24 #AS18188 ATENEO-AS-AP Ateneo de Manila University, PH
121.58.232.0/24 #AS18188 ATENEO-AS-AP Ateneo de Manila University, PH
202.125.102.0/24 #AS18188 ATENEO-AS-AP Ateneo de Manila University, PH
76.165.0.0/16 #AS26333 UNONET University of New Orleans, US
137.30.0.0/17 #AS26333 UNONET University of New Orleans, US
137.30.128.0/18 #AS26333 UNONET University of New Orleans, US
137.30.192.0/19 #AS26333 UNONET University of New Orleans, US
137.30.224.0/20 #AS26333 UNONET University of New Orleans, US
137.30.240.0/21 #AS26333 UNONET University of New Orleans, US
192.31.223.0/24 #AS26333 UNONET University of New Orleans, US
