# Last 14 days where more than 2 ports overlap per host
# Common ports included in list if not already part of top50 ports found:
# 21,22,23,53,80,123,139,161,162,389,443,445,500,1001,3306,3389,4500,5000,5001,5900,8000,8001,8080,8443,10000
#
# PORTS REPORTED ON INCL TOP50 FOUND
# 0,21,22,23,53,68,80,81,82,83,88,123,137,139,161,162,389,443,445,500,1001,1433,1900,2222,2375,3000,3306,3389,4500,5000,5001,5021,5060,5122,5432,5555,5900,6021,6080,6379,7777,8000,8001,8080,8081,8082,8088,8443,8728,8888,9000,9200,9443,10000,17000,27015,27017
#
#
45.142.193.164   #AS214295   11 ports   22,3000,3306,3389,443,5000,5555,7777,8000,8888,9000 SKYNET - SKYNET NETWORK LTD, GB
45.198.224.5     #AS215925   11 ports   2087,2375,443,80,8080,8081,8088,8090,81,8443,8888 VPSVAULTHOST - VPSVAULT.HOST LTD, GB
52.21.227.35     #AS14618    11 ports   137,1433,21,2375,443,445,5900,6443,8006,8082,8088 AMAZON-AES - Amazon.com, Inc., US
79.124.56.250    #AS50360    11 ports   17000,1723,2222,3000,3306,5001,5555,6021,8000,8082,9000 TAMATIYA-AS - Tamatiya EOOD, BG
79.124.58.218    #AS50360    11 ports   22,23,3306,3389,5000,5060,5900,80,8081,8088,81 TAMATIYA-AS - Tamatiya EOOD, BG
95.129.234.40    #AS57724    11 ports   123,1433,22,23,25,3306,3389,443,445,53,80 DDOS-GUARD - DDOS-GUARD LTD, RU
106.75.176.89    #AS58466    10 ports   10000,10001,123,21,23,500,8000,8090,8443,9443 CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
134.199.175.100  #AS14061    10 ports   10000,137,389,443,5060,53,7777,8443,88,8888 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.94.145.20    #AS398705   10 ports   10000,2087,2375,25,3306,443,5900,8081,9000,9200 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.28    #AS398705   10 ports   2087,25565,27017,6443,7547,80,8080,81,9090,9200 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.30    #AS398705   10 ports   1433,2087,21,23,25,27017,5000,5432,8888,9090 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.31    #AS398705   10 ports   22,2375,25,25565,5000,554,7001,88,9000,9200 CENSYS-ARIN-02 - Censys, Inc., US
170.64.186.10    #AS14061    10 ports   10000,137,389,443,5060,53,7777,8443,88,8888 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
180.149.125.202  #AS45204    10 ports   10001,5555,7777,80,8000,8080,81,83,88,8888 GEMNET-MN - GEMNET LLC, MN
199.45.154.176   #AS398722   10 ports   10001,110,111,143,2087,21,2375,27017,5000,80 CENSYS-ARIN-03 - Censys, Inc., US
205.210.31.218   #AS396982   10 ports   1723,21,23,3306,5000,53,8080,8082,8088,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
219.153.113.97   #AS134420   10 ports   443,5000,80,8080,8081,8088,81,82,88,8888 CHINATELECOM-Chongqing-IDC - Chongqing Telecom, CN
31.56.184.100    #AS197974   10 ports   123,22,23,25,3306,3389,443,445,53,80 PLYM-AS - Vladislav Nitsenko, EE
31.56.184.109    #AS197974   10 ports   123,22,23,25,3306,3389,443,445,53,80 PLYM-AS - Vladislav Nitsenko, EE
45.148.10.204    #AS48090    10 ports   10000,8080,8081,8082,8088,8443,8888,9000,9200,9443 DMZHOST - TECHOFF SRV LIMITED, GB
45.79.190.10     #AS63949    10 ports   10000,2087,23,3000,445,5001,8008,8181,8443,8888 AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
45.90.163.37     #AS39421    10 ports   22,23,443,5555,80,8080,8081,8088,81,88 SAPINET-AS - Sapinet SAS, FR
5.61.209.92      #AS206264   10 ports   80,8001,8080,8081,8082,8083,81,82,83,88 AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
66.132.172.226   #AS398324   10 ports   23,25,27017,443,445,5000,5060,6443,8080,88 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.244   #AS398324   10 ports   161,2087,22,23,25565,27015,5900,7547,8090,8888 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.247   #AS398324   10 ports   123,143,2087,2375,389,6443,8008,8081,88,9090 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.248   #AS398324   10 ports   10001,21,2222,443,5432,7001,8008,8080,8090,8443 CENSYS-ARIN-01 - Censys, Inc., US
71.6.232.20      #AS10439    10 ports   139,22,23,27017,3306,5900,6379,6443,7001,80 CARINET - CariNet, Inc., US
104.243.35.45    #AS23470     9 ports   3000,443,5000,554,80,8000,8080,8443,9000 RELIABLESITE - ReliableSite.Net LLC, US
118.123.1.39     #AS4134      9 ports   443,80,8000,8080,8081,8088,8443,88,8888 CHINANET-BACKBONE - No.31,Jin-rong Street, CN
143.20.185.242   #AS214209    9 ports   10000,445,5000,8000,8081,8088,8888,9000,9443 INTERNET-MAGNATE - Internet Magnate (Pty) Ltd, ZA
151.243.11.235   #AS209630    9 ports   10000,2222,443,7547,80,8001,82,83,9000 KREDIT-AS - LLC VASH KREDIT BANK, UA
184.105.247.238  #AS6939      9 ports   3000,500,5000,6080,7547,80,8090,82,9090 HURRICANE - Hurricane Electric LLC, US
198.235.24.221   #AS396982    9 ports   10000,143,2087,23,389,68,7547,8082,8090 GOOGLE-CLOUD-PLATFORM - Google LLC, US
199.45.154.185   #AS398722    9 ports   1080,111,2087,2375,389,445,6379,8082,9200 CENSYS-ARIN-03 - Censys, Inc., US
207.154.200.153  #AS14061     9 ports   21,22,443,445,5000,5060,80,8000,8080 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
209.38.244.96    #AS14061     9 ports   143,23,25,443,445,5060,80,8000,8080 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
216.180.246.206  #AS396982    9 ports   22,23,25,53,80,81,82,83,88 GOOGLE-CLOUD-PLATFORM - Google LLC, US
31.77.152.167    #AS197974    9 ports   21,22,25,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
45.142.154.10    #AS9465      9 ports   21,25,27017,3306,5060,53,8080,8443,9200 AGOTOZPTELTD-AS-AP - AGOTOZ PTE. LTD., SG
66.132.172.228   #AS398324    9 ports   123,1723,2087,2222,23,443,500,7001,8081 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.229   #AS398324    9 ports   10001,123,23,25,3306,445,5060,6379,88 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.243   #AS398324    9 ports   3306,3389,389,443,5060,554,5900,7547,8008 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.249   #AS398324    9 ports   111,1723,2087,27017,3389,8001,8008,81,9000 CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.20    #AS398324    9 ports   110,123,161,2087,22,3306,6443,8001,81 CENSYS-ARIN-01 - Censys, Inc., US
66.228.41.127    #AS63949     9 ports   139,22,3389,7001,8080,8081,8083,8088,8181 AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
66.240.236.119   #AS10439     9 ports   22,25,3389,53,7001,80,8008,8083,83 CARINET - CariNet, Inc., US
79.124.40.138    #AS50360     9 ports   443,4500,8080,8081,8088,81,8443,8888,9443 TAMATIYA-AS - Tamatiya EOOD, BG
91.224.92.95     #AS209605    9 ports   80,8000,8080,8081,8082,8088,8090,8888,9000 hostbaltic - UAB Host Baltic, LT
106.75.175.91    #AS58466     8 ports   123,443,5060,53,8080,8443,9200,9443 CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
147.185.132.82   #AS396982    8 ports   161,22,5432,8082,8090,83,9200,9443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
151.243.11.230   #AS209630    8 ports   10000,3000,3389,5000,5001,8088,82,8443 KREDIT-AS - LLC VASH KREDIT BANK, UA
160.119.76.58    #AS49870     8 ports   1080,25565,6443,7001,8008,8083,8181,9090 AS49870-BV - Alsycon B.V., NL
167.94.145.16    #AS398705    8 ports   10001,1433,25565,80,8000,8081,82,88 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.22    #AS398705    8 ports   10000,10001,21,2222,25,554,6379,8008 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.27    #AS398705    8 ports   110,143,2087,5060,8090,81,82,83 CENSYS-ARIN-02 - Censys, Inc., US
185.12.59.118    #AS50304     8 ports   3000,443,5000,80,8000,8080,8443,9000 BLIX - Blix Solutions AS, NO
185.94.111.1     #AS51115     8 ports   111,123,137,161,1900,27015,389,53 HLL-AS - HLL LLC, RU
195.178.110.137  #AS48090     8 ports   10001,22,2222,5432,8080,8081,8082,8888 DMZHOST - TECHOFF SRV LIMITED, GB
195.182.16.23    #AS206264    8 ports   80,8080,8081,8082,81,82,83,88 AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
199.45.154.191   #AS398722    8 ports   10001,2087,443,5060,53,8001,8008,8090 CENSYS-ARIN-03 - Censys, Inc., US
204.76.203.49    #AS51396     8 ports   10000,443,7777,80,8000,8080,8081,8888 PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
205.210.31.90    #AS396982    8 ports   123,139,389,445,5000,6379,8088,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
207.211.163.60   #AS31898     8 ports   443,80,8000,8080,8081,8443,8888,9443 ORACLE-BMC-31898 - Oracle Corporation, US
216.25.89.113    #AS396982    8 ports   161,27017,3000,389,5000,5060,554,9443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.92     #AS396982    8 ports   2087,22,3000,8000,8080,8083,82,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
31.77.152.153    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.163    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.169    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.171    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.175    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.183    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.189    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
31.77.152.190    #AS197974    8 ports   21,22,3306,3389,443,445,80,8080 PLYM-AS - Vladislav Nitsenko, EE
45.142.154.99    #AS9465      8 ports   10000,10001,8008,8083,8088,8090,8181,9090 AGOTOZPTELTD-AS-AP - AGOTOZ PTE. LTD., SG
5.187.35.142     #AS206264    8 ports   1080,2087,5555,6443,7001,7547,7777,8083 AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
65.49.1.223      #AS6939      8 ports   10000,22,2375,3389,500,5432,7777,9200 HURRICANE - Hurricane Electric LLC, US
66.132.186.241   #AS398324    8 ports   10001,143,27017,3306,6443,83,8888,9090 CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.21    #AS398324    8 ports   161,23,3000,500,5060,8081,8088,88 CENSYS-ARIN-01 - Censys, Inc., US
66.240.223.240   #AS10439     8 ports   123,1433,25,3389,53,5900,80,9200 CARINET - CariNet, Inc., US
66.240.236.116   #AS10439     8 ports   123,1900,21,22,3306,443,5432,5900 CARINET - CariNet, Inc., US
71.6.199.65      #AS10439     8 ports   139,22,27017,3389,443,5432,5900,9200 CARINET - CariNet, Inc., US
71.6.232.22      #AS10439     8 ports   137,27017,3389,443,5432,5900,8080,8443 CARINET - CariNet, Inc., US
71.6.233.2       #AS10439     8 ports   10001,2087,445,7547,8001,8083,8090,9443 CARINET - CariNet, Inc., US
79.124.56.210    #AS50360     8 ports   111,1723,21,22,3389,443,80,8080 TAMATIYA-AS - Tamatiya EOOD, BG
86.54.31.32      #AS12989     8 ports   1433,25,25565,27017,6080,8088,88,9443 BlackHOST - Black HOST Ltd, CA
91.92.42.80      #AS197170    8 ports   443,80,8000,8080,8081,8082,8090,8888 TECHTIES-AS - TechTies Inc., SC
95.215.0.144     #AS44050     8 ports   27017,3000,3389,5000,53,80,8443,9200 PIN-AS - Petersburg Internet Network ltd., RU
106.75.134.97    #AS58466     7 ports   22,25,27017,443,53,8080,9443 CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
141.98.83.48     #AS209588    7 ports   123,161,1900,22,443,53,80 FLYSERVERS-ASN - Flyservers S.A., PA
147.185.132.114  #AS396982    7 ports   111,2222,27017,500,5432,80,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.37   #AS396982    7 ports   10000,10001,22,3306,4500,8088,8090 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.49   #AS396982    7 ports   111,143,1433,2087,23,8008,8080 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.79   #AS396982    7 ports   139,500,5000,5001,5900,8082,8088 GOOGLE-CLOUD-PLATFORM - Google LLC, US
151.243.11.51    #AS209630    7 ports   22,443,80,8000,8080,8081,8443 KREDIT-AS - LLC VASH KREDIT BANK, UA
157.230.103.35   #AS14061     7 ports   110,21,22,23,5000,80,8080 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
185.217.0.181    #AS42237     7 ports   25,443,5555,7777,80,8080,8888 w1n - w1n ltd, GB
185.242.226.18   #AS202425    7 ports   2087,2222,3000,445,53,8181,88 INT-NETWORK - IP Volume inc, SC
192.248.150.180  #AS20473     7 ports   1080,22,3000,3389,443,80,8080 AS-VULTR - The Constant Company, LLC, US
198.235.24.196   #AS396982    7 ports   10001,3000,5001,7547,8081,8090,83 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.209   #AS396982    7 ports   1080,22,445,5060,6379,8000,8080 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.222   #AS396982    7 ports   10001,143,3000,445,8088,81,88 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.45    #AS396982    7 ports   3306,445,500,7547,8090,8443,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.48    #AS396982    7 ports   27017,68,7547,8080,88,9000,9200 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.67    #AS396982    7 ports   10000,110,21,2222,4500,8080,8088 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.83    #AS396982    7 ports   10000,10001,2222,5001,80,8080,8443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
199.45.154.178   #AS398722    7 ports   1433,1723,2087,27017,389,445,5900 CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.189   #AS398722    7 ports   1433,1723,53,554,8000,8088,8888 CENSYS-ARIN-03 - Censys, Inc., US
204.76.203.81    #AS51396     7 ports   123,17000,23,389,53,80,8080 PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
205.210.31.170   #AS396982    7 ports   10001,1723,2087,3000,4500,8000,8081 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.178   #AS396982    7 ports   139,21,53,80,8082,8888,9443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.180.246.178  #AS396982    7 ports   21,22,53,80,81,82,83      GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.128    #AS396982    7 ports   1080,3389,5001,5060,7001,8008,8080 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.134    #AS396982    7 ports   1900,22,23,389,7001,8081,8443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.71     #AS396982    7 ports   10001,110,139,21,80,8082,8083 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.74     #AS396982    7 ports   10001,161,27015,389,4500,7001,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.83     #AS396982    7 ports   1900,2087,27017,3389,443,4500,500 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.89     #AS396982    7 ports   111,22,500,80,8080,8082,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.95     #AS396982    7 ports   143,161,22,3000,5060,8088,9000 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.98     #AS396982    7 ports   143,22,3306,5900,8090,8443,9443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
45.155.90.234    #AS141718    7 ports   1900,5060,8000,8080,8081,8082,8083 HHXYTC-AS-AP - haoxiangyun, HK
45.156.128.128   #AS211680    7 ports   443,80,8001,8080,8081,8082,8443 #AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.156.128.49    #AS211680    7 ports   10000,443,8000,8001,8080,8081,8443 #AS-BITSIGHT - NSEC - Sistemas Informaticos, S.A., PT
45.205.1.222     #AS215925    7 ports   22,443,80,8000,8080,8081,8443 VPSVAULTHOST - VPSVAULT.HOST LTD, GB
45.205.1.223     #AS215925    7 ports   443,80,8000,8090,81,8443,8888 VPSVAULTHOST - VPSVAULT.HOST LTD, GB
66.132.172.224   #AS398324    7 ports   1900,2375,3389,500,5060,8001,8090 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.225   #AS398324    7 ports   10000,1433,2087,21,5060,7547,81 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.227   #AS398324    7 ports   110,21,27017,3389,5000,5060,8081 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.236   #AS398324    7 ports   10001,1080,443,445,7547,8001,88 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.212   #AS398324    7 ports   110,137,25,445,5432,6443,8888 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.239   #AS398324    7 ports   21,27017,389,80,81,82,9200 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.240   #AS398324    7 ports   123,2222,500,5000,8088,9000,9090 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.246   #AS398324    7 ports   445,5432,554,5900,8082,88,9200 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.250   #AS398324    7 ports   10001,389,443,6443,8081,8082,81 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.251   #AS398324    7 ports   21,443,5060,5432,5900,8090,8443 CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.27    #AS398324    7 ports   2087,22,443,5000,53,8443,9200 CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.29    #AS398324    7 ports   111,1433,8001,8008,8082,81,9200 CENSYS-ARIN-01 - Censys, Inc., US
79.124.40.110    #AS50360     7 ports   137,139,161,6443,8001,8181,9200 TAMATIYA-AS - Tamatiya EOOD, BG
80.82.77.33      #AS202425    7 ports   500,5000,5060,5432,8001,8081,8181 INT-NETWORK - IP Volume inc, SC
93.174.95.106    #AS202425    7 ports   10001,7001,8008,8080,81,9200,9443 INT-NETWORK - IP Volume inc, SC
109.238.140.87   #AS50821     6 ports   443,80,8000,8080,81,8443  ASHPDC - Bredband2 Stockholms Stadsnaet AB, SE
115.179.102.180  #AS2519      6 ports   22,2222,23,2375,443,80    VECTANT - ARTERIA Networks Corporation, JP
123.119.12.39    #AS4808      6 ports   3000,443,80,8080,9200,9443 CHINA169-BJ - China Unicom Beijing Province Network, CN
147.185.132.109  #AS396982    6 ports   10000,2087,3389,8000,8080,8081 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.115  #AS396982    6 ports   500,5000,8000,8082,8443,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.159  #AS396982    6 ports   3389,6379,6443,7001,8443,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.195  #AS396982    6 ports   10001,123,139,143,8080,8083 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.27   #AS396982    6 ports   2222,5555,8080,81,8443,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.90   #AS396982    6 ports   123,137,139,22,3389,445   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.203.255.20   #AS11320     6 ports   111,123,161,1900,389,53   LIGHTEDGE-AS-02 - LightEdge Solutions, US
152.53.148.66    #AS197540    6 ports   22,443,80,8000,8080,8443  netcup-AS - netcup GmbH, DE
165.22.9.106     #AS14061     6 ports   1433,27017,3306,5432,6379,9200 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.94.145.18    #AS398705    6 ports   10000,2222,23,27017,8082,8888 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.25    #AS398705    6 ports   1080,110,5432,6379,8000,8888 CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.26    #AS398705    6 ports   2087,25565,27017,389,8000,8888 CENSYS-ARIN-02 - Censys, Inc., US
167.94.146.56    #AS398705    6 ports   5021,53,554,6021,6080,9443 CENSYS-ARIN-02 - Censys, Inc., US
172.234.218.34   #AS63949     6 ports   2087,22,2222,5555,8081,83 AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
178.20.210.151   #AS210006    6 ports   10001,22,2222,23,5122,8888 #ASKZ - Shereverov Marat Ahmedovich, KZ
183.221.20.144   #AS9808      6 ports   22,2222,23,2375,443,80    CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
185.148.1.234    #AS203003    6 ports   1900,5060,8000,8080,8082,8083 magna-capax - Magna Capax Finland Oy, FI
185.148.3.54     #AS203003    6 ports   1900,5060,8000,8080,8081,8083 magna-capax - Magna Capax Finland Oy, FI
185.242.226.59   #AS202425    6 ports   389,5432,554,5555,8081,8090 INT-NETWORK - IP Volume inc, SC
192.142.28.77    #AS60064     6 ports   23,3000,443,80,8083,8443  HOSTPALACE - HOSTPALACE DATACENTERS LTD, GB
193.124.20.244   #AS25369     6 ports   10000,27017,443,5555,6021,8443 BANDWIDTH-AS - Hydra Communications Ltd, GB
193.163.125.236  #AS211298    6 ports   1433,1723,3389,5000,53,8443 DRIFTNET - Driftnet Ltd, GB
195.184.76.230   #AS213412    6 ports   2222,3000,3306,8080,81,8443 ONYPHE - ONYPHE SAS, FR
195.230.103.250  #AS211607    6 ports   1723,21,25,443,5432,5555  RECORDEDFUTURE - Securitytrails, LLC, US
198.235.24.121   #AS396982    6 ports   161,2087,22,6379,7001,7777 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.162   #AS396982    6 ports   2087,2222,3389,500,5000,9000 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.173   #AS396982    6 ports   2087,4500,500,80,8008,8081 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.178   #AS396982    6 ports   10001,2087,22,500,8082,9443 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.198   #AS396982    6 ports   10000,123,21,3389,5900,8090 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.201   #AS396982    6 ports   443,53,7547,80,8000,8888  GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.208   #AS396982    6 ports   10001,3389,500,554,8443,88 GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.245   #AS396982    6 ports   111,22,23,6379,68,8088    GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.46    #AS396982    6 ports   5000,53,6443,80,8083,88   GOOGLE-CLOUD-PLATFORM - Google LLC, US
199.45.154.177   #AS398722    6 ports   123,3000,443,445,5060,82  CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.181   #AS398722    6 ports   143,161,2087,443,81,8888  CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.186   #AS398722    6 ports   2222,2375,5432,7547,83,8888 CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.187   #AS398722    6 ports   443,445,6379,7001,8000,88 CENSYS-ARIN-03 - Censys, Inc., US
199.45.155.106   #AS398722    6 ports   5021,5900,6021,6080,80,8080 CENSYS-ARIN-03 - Censys, Inc., US
205.210.31.106   #AS396982    6 ports   10000,22,443,5432,8088,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.168   #AS396982    6 ports   10000,10001,23,3389,8082,8090 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.195   #AS396982    6 ports   111,22,3389,389,5060,8088 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.214   #AS396982    6 ports   1433,22,4500,5001,5432,8000 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.229   #AS396982    6 ports   10001,111,4500,8080,9000,9200 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.237   #AS396982    6 ports   137,1723,389,443,5555,6379 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.49    #AS396982    6 ports   123,2087,21,3306,5000,8008 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.52    #AS396982    6 ports   110,23,6443,7001,8081,8888 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.71    #AS396982    6 ports   2087,22,3389,389,443,7547 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.80    #AS396982    6 ports   10000,10001,139,21,8081,88 GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.81    #AS396982    6 ports   2087,443,5000,5060,7547,8000 GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.25.89.68     #AS396982    6 ports   111,123,1900,8083,8088,9000 GOOGLE-CLOUD-PLATFORM - Google LLC, US
217.71.127.125   #AS198545    6 ports   1900,8000,8080,8081,8082,8083 FLEXNETWORK-AS - FLEX NETWORK SARL, FR
31.132.90.3      #AS197556    6 ports   22,2222,23,2375,443,80    Kar-Tel - Kar-Tel LLC, KZ
3.137.141.123    #AS16509     6 ports   110,111,1723,6443,7001,9090 AMAZON-02 - Amazon.com, Inc., US
31.57.184.232    #AS197769    6 ports   23,3306,443,5432,8888,9200 VPSDEDICATED-AS - VPS Dedicated LLC, US
45.63.4.69       #AS20473     6 ports   1080,22,3389,443,80,8080  AS-VULTR - The Constant Company, LLC, US
46.151.178.13    #AS211443    6 ports   17000,3000,443,5555,80,8080 SINOWORLDWIDE - SINO WORLDWIDE TRADING LIMITED, HK
47.245.179.7     #AS45102     6 ports   123,22,443,80,81,88       ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
51.15.193.73     #AS12876     6 ports   443,80,8000,8080,8443,8888 AS12876 - Scaleway SAS, FR
64.227.17.18     #AS14061     6 ports   1433,27017,3306,5432,6379,9200 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.62.197.168    #AS6939      6 ports   10001,111,137,22,7001,8080 HURRICANE - Hurricane Electric LLC, US
64.89.163.245    #AS401626    6 ports   443,554,81,8443,8888,9000 NETIFACE-TORONTO - Netiface America, Inc., US
65.49.20.111     #AS6939      6 ports   25,3000,7777,81,8443,9090 HURRICANE - Hurricane Electric LLC, US
66.132.172.136   #AS398324    6 ports   111,554,6021,6080,8081,9443 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.137   #AS398324    6 ports   111,23,53,54322,6021,6080 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.142   #AS398324    6 ports   123,5021,54443,6021,6080,9443 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.232   #AS398324    6 ports   137,1900,25565,3306,8090,9090 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.233   #AS398324    6 ports   161,23,2375,3389,443,9090 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.239   #AS398324    6 ports   143,161,8000,8081,8088,9000 CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.32    #AS398324    6 ports   554,80,8080,8081,8082,9443 CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.220   #AS398324    6 ports   110,123,389,8080,8081,88  CENSYS-ARIN-01 - Censys, Inc., US
