95.131.39.0/24 #AS39412 SPINE, PL
195.136.79.0/24 #AS39437 TSLA-AS, PL
194.242.39.0/24 #AS39487 RADIOZET, PL
87.239.176.0/21 #AS39489 INDS, PL
192.175.48.1/32 #AS39499 HAWIX, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
31.130.216.0/21 #AS39507 IPIVISION-AS, PL
46.253.208.0/20 #AS39507 IPIVISION-AS, PL
91.221.158.0/23 #AS39507 IPIVISION-AS, PL
91.222.72.0/22 #AS39507 IPIVISION-AS, PL
91.224.196.0/23 #AS39507 IPIVISION-AS, PL
91.231.32.0/23 #AS39507 IPIVISION-AS, PL
91.234.100.0/22 #AS39507 IPIVISION-AS, PL
91.237.219.0/24 #AS39507 IPIVISION-AS, PL
91.237.224.0/22 #AS39507 IPIVISION-AS, PL
91.237.228.0/23 #AS39507 IPIVISION-AS, PL
95.171.192.0/19 #AS39507 IPIVISION-AS, PL
176.101.80.0/21 #AS39507 IPIVISION-AS, PL
176.101.128.0/20 #AS39507 IPIVISION-AS, PL
185.3.60.0/22 #AS39507 IPIVISION-AS, PL
185.41.80.0/22 #AS39507 IPIVISION-AS, PL
185.95.196.0/22 #AS39507 IPIVISION-AS, PL
185.107.140.0/22 #AS39507 IPIVISION-AS, PL
185.234.232.0/22 #AS39507 IPIVISION-AS, PL
185.245.44.0/22 #AS39507 IPIVISION-AS, PL
185.253.64.0/22 #AS39507 IPIVISION-AS, PL
188.191.216.0/21 #AS39507 IPIVISION-AS, PL
194.50.53.0/24 #AS39547 ITE-AS, PL
91.211.220.0/22 #AS39566 AS-SMARTHOST-, PL
193.93.88.0/22 #AS39566 AS-SMARTHOST-, PL
88.220.116.0/24 #AS39599 TALEX-AS ul. Karpia 27d, PL
185.46.207.0/24 #AS39599 TALEX-AS ul. Karpia 27d, PL
185.51.117.0/24 #AS39599 TALEX-AS ul. Karpia 27d, PL
193.56.54.0/23 #AS39599 TALEX-AS ul. Karpia 27d, PL
193.93.104.0/22 #AS39599 TALEX-AS ul. Karpia 27d, PL
5.173.0.0/17 #AS39603 P4NET P4 Play network operator, PL
5.173.128.0/18 #AS39603 P4NET P4 Play network operator, PL
5.173.192.0/19 #AS39603 P4NET P4 Play network operator, PL
31.174.0.0/15 #AS39603 P4NET P4 Play network operator, PL
46.112.0.0/15 #AS39603 P4NET P4 Play network operator, PL
89.108.192.0/18 #AS39603 P4NET P4 Play network operator, PL
94.254.128.0/17 #AS39603 P4NET P4 Play network operator, PL
109.243.0.0/16 #AS39603 P4NET P4 Play network operator, PL
164.126.0.0/15 #AS39603 P4NET P4 Play network operator, PL
194.50.110.0/24 #AS39661 DNB-AS, PL
194.50.123.0/24 #AS39698 MBAUER-ASN, PL
89.186.0.0/23 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.4.0/22 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.8.0/22 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.12.0/23 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.15.0/24 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.16.0/23 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.21.0/24 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.22.0/24 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.24.0/22 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
89.186.30.0/23 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
195.242.124.0/23 #AS39716 VIP-LUBLIN-PL-AS VIP-NET, Lublin, Poland, PL
91.229.185.0/24 #AS39793 UNITELSC, PL
194.50.214.0/24 #AS39794 ENEA-CENTRUM-AS Enea Centrum Sp. z o.o., PL
194.50.252.0/24 #AS39800 CMA-AS, PL
81.95.204.0/22 #AS39816 VOLTA-AS, PL
84.38.16.0/20 #AS39816 VOLTA-AS, PL
91.221.214.0/23 #AS39816 VOLTA-AS, PL
95.142.241.0/24 #AS39816 VOLTA-AS, PL
95.142.242.0/24 #AS39816 VOLTA-AS, PL
95.142.244.0/22 #AS39816 VOLTA-AS, PL
95.142.248.0/21 #AS39816 VOLTA-AS, PL
185.122.88.0/22 #AS39816 VOLTA-AS, PL
193.26.131.0/24 #AS39816 VOLTA-AS, PL
194.116.130.0/24 #AS39816 VOLTA-AS, PL
79.173.0.0/18 #AS39834 FIBERHOST-ASN, PL
91.228.125.0/24 #AS39856 HUNTERS-AS, PL
31.6.64.0/21 #AS39869 LIVENET-, PL
89.107.152.0/21 #AS39869 LIVENET-, PL
91.188.96.0/19 #AS39869 LIVENET-, PL
178.19.96.0/20 #AS39869 LIVENET-, PL
185.24.216.0/22 #AS39869 LIVENET-, PL
185.230.108.0/22 #AS39869 LIVENET-, PL
212.59.224.0/19 #AS39869 LIVENET-, PL
89.188.192.0/22 #AS39873 RMSK-COMM AS for commercial use by RMSK, PL
195.170.182.0/24 #AS39883 TOYOTA-BANK-AS, PL
94.232.144.0/21 #AS39893 NETSYSTEM_TP-ASN, PL
195.170.191.0/24 #AS39897 FERRERO-POLSKA-AS, PL
193.238.16.0/22 #AS39907 BACKUP-PL-AS, PL
217.113.153.0/24 #AS39909 PULMAN-EDU-AS PULMAN Autonomous System - EDU, PL
217.113.154.0/24 #AS39909 PULMAN-EDU-AS PULMAN Autonomous System - EDU, PL
217.113.156.0/22 #AS39909 PULMAN-EDU-AS PULMAN Autonomous System - EDU, PL
194.50.61.0/24 #AS39914 NFZ, PL
195.206.126.0/23 #AS39914 NFZ, PL
93.157.72.0/21 #AS40961 POLMEX, PL
195.189.32.0/22 #AS40961 POLMEX, PL
193.189.76.0/23 #AS40969 ALGO-AS, PL
79.171.0.0/22 #AS41004 CPT-AS, PL
193.32.37.0/24 #AS41004 CPT-AS, PL
194.88.158.0/23 #AS41005 PL-VISIONCUBE-LAB, PL
89.234.192.0/20 #AS41006 IDC-ASN, PL
89.234.232.0/21 #AS41006 IDC-ASN, PL
5.102.64.0/21 #AS41023 ARREKS-AS, PL
195.189.76.0/22 #AS41023 ARREKS-AS, PL
195.189.230.0/23 #AS41023 ARREKS-AS, PL
185.56.244.0/22 #AS41026 KOPNET-AS Pirxnet, PL
195.140.152.0/22 #AS41026 KOPNET-AS Pirxnet, PL
195.170.188.0/24 #AS41036 LUB-ZETO-AS, PL
195.189.52.0/22 #AS41056 APUS-AS, PL
194.187.200.0/22 #AS41057 BEST-TELECOM-AS, PL
91.199.22.0/24 #AS41079 CF-GDA, PL
91.228.196.0/22 #AS41079 CF-GDA, PL
91.234.146.0/24 #AS41079 CF-GDA, PL
91.237.52.0/24 #AS41079 CF-GDA, PL
178.250.40.0/21 #AS41079 CF-GDA, PL
185.25.148.0/22 #AS41079 CF-GDA, PL
185.123.160.0/22 #AS41079 CF-GDA, PL
185.140.120.0/22 #AS41079 CF-GDA, PL
185.180.204.0/22 #AS41079 CF-GDA, PL
185.201.112.0/22 #AS41079 CF-GDA, PL
185.204.216.0/22 #AS41079 CF-GDA, PL
185.208.164.0/24 #AS41079 CF-GDA, PL
185.243.52.0/22 #AS41079 CF-GDA, PL
193.17.184.0/24 #AS41079 CF-GDA, PL
193.218.153.0/24 #AS41079 CF-GDA, PL
193.218.154.0/23 #AS41079 CF-GDA, PL
195.78.66.0/23 #AS41079 CF-GDA, PL
195.114.1.0/24 #AS41079 CF-GDA, PL
195.242.116.0/23 #AS41079 CF-GDA, PL
148.81.127.0/24 #AS41092 IGICHP, PL
77.79.205.0/24 #AS41097 ESERVICE-AS, PL
78.133.228.0/24 #AS41097 ESERVICE-AS, PL
193.192.191.0/24 #AS41097 ESERVICE-AS, PL
195.95.188.0/24 #AS41097 ESERVICE-AS, PL
194.140.241.0/24 #AS41137 EPOP-AS, PL
192.175.48.1/32 #AS41142 AMSNET-PL-AS Wroclaw, Poland, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
194.140.255.0/24 #AS41178 KYNDRYL, PL
195.248.72.0/24 #AS41188 BIOTON-AS, PL
87.199.0.0/18 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.64.0/19 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.96.0/20 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.112.0/21 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.120.0/22 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.126.0/24 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.128.0/20 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.148.0/22 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
87.199.152.0/22 #AS41201 DOLSAT ul. Wojska Polskiego 23C, PL
91.212.2.0/24 #AS41218 HILDINGPL-AS, PL
91.222.184.0/24 #AS41247 SISQ, PL
91.222.187.0/24 #AS41247 SISQ, PL
91.209.153.0/24 #AS41253 GBW-AS, PL
195.26.76.0/22 #AS41266 NET-PARTNER-AS, PL
91.224.28.0/23 #AS41297 ABAKS-AS, PL
185.241.196.0/22 #AS41297 ABAKS-AS, PL
193.200.50.0/23 #AS41297 ABAKS-AS, PL
195.74.91.0/24 #AS41297 ABAKS-AS, PL
195.60.216.0/22 #AS41299 LSYPL-AS, PL
91.223.78.0/24 #AS41312 BEMOWONET-AS, PL
195.74.79.0/24 #AS41312 BEMOWONET-AS, PL
195.140.220.0/22 #AS41319 SOFTPRO2-AS, PL
195.20.0.0/22 #AS41322 PP-AS, PL
185.242.124.0/24 #AS41331 CUREGROUP-AS, PL
89.238.0.0/18 #AS41356 SMGR-AS, PL
195.74.92.0/24 #AS41358 ADAMED, PL
91.223.241.0/24 #AS41385 PL-KOMAN-AS, PL
185.189.204.0/22 #AS41385 PL-KOMAN-AS, PL
195.200.199.0/24 #AS41385 PL-KOMAN-AS, PL
192.175.48.1/32 #AS41398 CDP-TRANSITPOLAND-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
194.9.24.0/23 #AS41406 ATMAN-PROJECTS, PL
31.214.137.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
31.214.138.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
31.214.140.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
31.214.145.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
37.157.200.0/21 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
86.106.22.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
89.33.167.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
89.35.60.0/23 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
89.250.192.0/20 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
91.132.112.0/23 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
93.115.39.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
103.248.24.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
159.253.240.0/21 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
185.53.132.0/22 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
185.104.155.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
185.128.156.0/22 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
185.170.65.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
185.194.212.0/22 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
188.65.40.0/21 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
193.23.174.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
193.91.4.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
193.91.12.0/23 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
194.5.180.0/24 #AS41421 AS-SNT StarNet Telecom Sp. z o.o., PL
193.84.29.0/24 #AS41442 SNT-AS, PL
85.190.245.0/24 #AS41455 PL-WARTA-AS, PL
78.133.168.0/24 #AS41464 PKPIK-AS, PL
194.9.46.0/23 #AS41464 PKPIK-AS, PL
193.164.157.0/24 #AS41468 INFOR-AS, PL
79.171.4.0/23 #AS41476 CYFROWYPOLSAT-AS, PL
193.164.142.0/24 #AS41476 CYFROWYPOLSAT-AS, PL
192.175.48.1/32 #AS41487 RABU-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.205.72.0/22 #AS41508 PL-IWACOM-AS, PL
91.226.68.0/22 #AS41508 PL-IWACOM-AS, PL
91.228.185.0/24 #AS41508 PL-IWACOM-AS, PL
185.238.72.0/22 #AS41508 PL-IWACOM-AS, PL
192.109.240.0/23 #AS41508 PL-IWACOM-AS, PL
192.109.244.0/23 #AS41508 PL-IWACOM-AS, PL
192.166.216.0/22 #AS41508 PL-IWACOM-AS, PL
193.16.255.0/24 #AS41508 PL-IWACOM-AS, PL
193.33.110.0/23 #AS41508 PL-IWACOM-AS, PL
193.227.116.0/24 #AS41508 PL-IWACOM-AS, PL
194.0.154.0/24 #AS41508 PL-IWACOM-AS, PL
194.28.48.0/22 #AS41508 PL-IWACOM-AS, PL
194.88.244.0/23 #AS41508 PL-IWACOM-AS, PL
194.150.250.0/23 #AS41508 PL-IWACOM-AS, PL
194.242.104.0/22 #AS41508 PL-IWACOM-AS, PL
192.175.48.1/32 #AS41511 SYSTEM-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.227.123.0/24 #AS41519 GLSA-AS, PL
194.9.52.0/23 #AS41522 EKOTRANSTECH-AS, PL
195.93.250.0/23 #AS41522 EKOTRANSTECH-AS, PL
31.172.143.0/24 #AS41540 KOMTEL-AS, PL
91.231.127.0/24 #AS41540 KOMTEL-AS, PL
92.60.190.0/23 #AS41540 KOMTEL-AS, PL
194.246.120.0/24 #AS41540 KOMTEL-AS, PL
195.138.208.0/24 #AS41567 SANTANDER-AS, PL
91.198.150.0/24 #AS41618 KTR-AS, PL
195.138.211.0/24 #AS41618 KTR-AS, PL
192.175.48.1/32 #AS41641 COPYCON-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS41642 FNMEDIA-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.219.107.0/24 #AS41643 JUWENTUS-AS, PL
195.246.216.0/24 #AS41647 GAZ-SYTEM-AS, PL
195.178.122.0/23 #AS41650 HDS-POLSKA-ASN, PL
193.219.114.0/24 #AS41660 KRAJOWEBIUROWYBORCZE-AS, PL
77.46.0.0/22 #AS41676 JMDI ORG-JJM1-RIPE, PL
80.238.96.0/19 #AS41676 JMDI ORG-JJM1-RIPE, PL
93.174.24.0/21 #AS41676 JMDI ORG-JJM1-RIPE, PL
109.233.88.0/21 #AS41676 JMDI ORG-JJM1-RIPE, PL
176.241.240.0/21 #AS41676 JMDI ORG-JJM1-RIPE, PL
185.25.216.0/22 #AS41676 JMDI ORG-JJM1-RIPE, PL
185.78.132.0/22 #AS41676 JMDI ORG-JJM1-RIPE, PL
185.93.92.0/22 #AS41676 JMDI ORG-JJM1-RIPE, PL
185.102.188.0/22 #AS41676 JMDI ORG-JJM1-RIPE, PL
194.0.100.0/22 #AS41744 KSKNET-AS, PL
192.175.48.1/32 #AS41760 RIX, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
195.8.216.0/23 #AS41777 ASN-POLSAT, PL
195.8.220.0/23 #AS41790 ASN-TELEAUDIO, PL
193.34.162.0/23 #AS41796 DAG-AS, PL
193.39.71.0/24 #AS41796 DAG-AS, PL
83.142.112.0/21 #AS41809 NETIA-AS, PL
91.193.196.0/22 #AS41809 NETIA-AS, PL
185.18.176.0/22 #AS41809 NETIA-AS, PL
188.127.0.0/19 #AS41809 NETIA-AS, PL
91.210.244.0/22 #AS41835 IT-NETWORKS-AS, PL
193.203.206.0/23 #AS41835 IT-NETWORKS-AS, PL
94.231.0.0/20 #AS41841 MICROCHIP-AS, PL
192.175.48.1/32 #AS41860 NSM Poland, Gdansk, ul. Chalubinskiego 25C, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
94.158.128.0/20 #AS41865 BIALLNET-AS, PL
193.34.0.0/22 #AS41865 BIALLNET-AS, PL
194.34.198.0/24 #AS41907 POLFA, PL
91.204.88.0/22 #AS41930 INITZERO-AS, PL
193.221.122.0/24 #AS41930 INITZERO-AS, PL
194.36.165.0/24 #AS41930 INITZERO-AS, PL
77.46.4.0/22 #AS41931 EURO-NET_PL-AS, PL
77.46.8.0/21 #AS41931 EURO-NET_PL-AS, PL
77.46.16.0/20 #AS41931 EURO-NET_PL-AS, PL
77.46.32.0/19 #AS41931 EURO-NET_PL-AS, PL
77.46.64.0/18 #AS41931 EURO-NET_PL-AS, PL
195.177.196.0/23 #AS41931 EURO-NET_PL-AS, PL
195.200.214.0/24 #AS41945 TLEN, PL
91.149.192.0/24 #AS41952 MARTON-MEDIA-AS, PL
91.149.200.0/24 #AS41952 MARTON-MEDIA-AS, PL
91.149.231.0/24 #AS41952 MARTON-MEDIA-AS, PL
185.228.206.0/24 #AS41952 MARTON-MEDIA-AS, PL
193.32.192.0/22 #AS41952 MARTON-MEDIA-AS, PL
84.234.113.0/24 #AS41959 ASPLJ, PL
84.234.122.0/23 #AS41959 ASPLJ, PL
91.206.96.0/23 #AS41959 ASPLJ, PL
185.79.32.0/22 #AS41959 ASPLJ, PL
185.125.6.0/24 #AS41959 ASPLJ, PL
193.242.146.0/23 #AS41959 ASPLJ, PL
194.126.229.0/24 #AS41959 ASPLJ, PL
194.140.250.0/24 #AS41959 ASPLJ, PL
195.80.229.0/24 #AS41959 ASPLJ, PL
195.93.142.0/23 #AS41959 ASPLJ, PL
195.226.207.0/24 #AS41959 ASPLJ, PL
195.245.204.0/24 #AS41959 ASPLJ, PL
109.206.192.0/19 #AS41966 SKYNET, PL
185.20.172.0/22 #AS41966 SKYNET, PL
193.176.39.0/24 #AS41966 SKYNET, PL
194.11.24.0/24 #AS41966 SKYNET, PL
194.153.119.0/24 #AS41966 SKYNET, PL
194.60.79.0/24 #AS42021 MOSTOSTAL-WARSZAWA, PL
91.90.56.0/21 #AS42039 STTB-AS, PL
91.225.184.0/22 #AS42039 STTB-AS, PL
194.36.168.0/24 #AS42039 STTB-AS, PL
91.189.0.0/21 #AS42084 SKOMUR-AS, PL
176.107.40.0/21 #AS42084 SKOMUR-AS, PL
195.206.124.0/23 #AS42092 POWNFZ-AS, PL
194.169.241.0/24 #AS42107 BETACOM-AS, PL
193.24.24.0/24 #AS42118 CUPL-AS, PL
91.189.16.0/21 #AS42131 DWA-ZERO-AS, PL
77.87.76.0/24 #AS42154 EURONET-AS, PL
77.87.79.0/24 #AS42154 EURONET-AS, PL
194.0.128.0/24 #AS42171 FISKAS Fiskas Service, PL
195.74.48.0/22 #AS42177 LNET-AS, PL
193.28.230.0/24 #AS42194 MAKOLAB, PL
193.239.136.0/23 #AS42194 MAKOLAB, PL
194.0.171.0/24 #AS42204 DOBREPROGRAMY-AS, PL
82.177.201.0/24 #AS42246 BOT-ELB-AS, PL
193.200.20.0/24 #AS42246 BOT-ELB-AS, PL
91.192.0.0/22 #AS42261 TECHMEDIA-AS, PL
87.101.32.0/20 #AS42266 PIEKARYNET, PL
185.196.228.0/22 #AS42266 PIEKARYNET, PL
185.243.252.0/22 #AS42266 PIEKARYNET, PL
194.0.181.0/24 #AS42272 PGE-SYSTEMY-AS, PL
192.175.48.1/32 #AS42319 EQUINIX-CLOUD-EXCHANGE-POLAND-ASN, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
194.0.167.0/24 #AS42328 OSWD-AZYMUT, PL
91.234.66.0/23 #AS42374 INSTALNET-AS, PL
176.104.112.0/21 #AS42374 INSTALNET-AS, PL
193.17.174.0/24 #AS42374 INSTALNET-AS, PL
77.65.136.0/22 #AS42402 RIZNET-AS2, PL
91.189.56.0/21 #AS42402 RIZNET-AS2, PL
195.94.202.0/24 #AS42402 RIZNET-AS2, PL
194.11.192.0/22 #AS42407 GT11-AS, PL
91.199.117.0/24 #AS42445 IMPL-AS, PL
194.1.199.0/24 #AS42445 IMPL-AS, PL
193.0.236.0/24 #AS42453 ABG-AS, PL
194.1.153.0/24 #AS42453 ABG-AS, PL
194.1.146.0/24 #AS42454 PRAXIS-AS, PL
45.9.180.0/22 #AS42490 ZETO-RZESZOW, PL
91.192.164.0/22 #AS42490 ZETO-RZESZOW, PL
77.65.204.0/24 #AS42503 PL-OKTAWAVE-AS, PL
176.119.32.0/19 #AS42503 PL-OKTAWAVE-AS, PL
193.200.66.0/23 #AS42503 PL-OKTAWAVE-AS, PL
195.149.198.0/23 #AS42503 PL-OKTAWAVE-AS, PL
193.93.68.0/22 #AS42520 PL-LUBLIN-UM-AS, PL
193.106.100.0/22 #AS42547 INSPORT, PL
194.50.117.0/24 #AS42547 INSPORT, PL
91.192.204.0/22 #AS42552 AS42552, PL
193.200.108.0/23 #AS42564 ASWASKO-WA, PL
91.199.89.0/24 #AS42573 SKRIVANEK, PL
91.192.224.0/24 #AS42576 INTRSC-AS, PL
193.3.166.0/24 #AS42576 INTRSC-AS, PL
193.142.112.0/24 #AS42594 PL-PPNT-AS, PL
194.55.4.0/23 #AS42598 MERKSOLUTION, PL
194.55.6.0/24 #AS42598 MERKSOLUTION, PL
91.193.12.0/22 #AS42619 PROMONTEL-AS, PL
193.59.60.0/22 #AS42619 PROMONTEL-AS, PL
193.142.210.0/24 #AS42643 BLAST-PL-AS, PL
193.200.46.0/23 #AS42643 BLAST-PL-AS, PL
185.59.224.0/24 #AS42644 STOKROTKA-AS, PL
5.134.208.0/21 #AS42656 QXL-POLAND, PL
91.207.14.0/23 #AS42656 QXL-POLAND, PL
193.203.222.0/23 #AS42656 QXL-POLAND, PL
89.186.2.0/23 #AS42667 INTEREVO-PL-AS, PL
89.186.14.0/24 #AS42667 INTEREVO-PL-AS, PL
89.186.18.0/23 #AS42667 INTEREVO-PL-AS, PL
89.186.20.0/24 #AS42667 INTEREVO-PL-AS, PL
95.182.24.0/24 #AS42672 SPEDIMEX, PL
91.150.160.0/20 #AS42673 SKYWARE-AS, PL
91.150.176.0/21 #AS42673 SKYWARE-AS, PL
91.150.184.0/23 #AS42673 SKYWARE-AS, PL
91.150.188.0/23 #AS42673 SKYWARE-AS, PL
91.150.191.0/24 #AS42673 SKYWARE-AS, PL
91.189.216.0/21 #AS42673 SKYWARE-AS, PL
91.246.64.0/21 #AS42673 SKYWARE-AS, PL
91.246.72.0/22 #AS42673 SKYWARE-AS, PL
185.80.34.0/24 #AS42673 SKYWARE-AS, PL
195.248.246.0/23 #AS42673 SKYWARE-AS, PL
91.237.60.0/23 #AS42717 TRANS-NET-AS, PL
195.248.254.0/23 #AS42717 TRANS-NET-AS, PL
37.139.144.0/23 #AS42739 FONE-ASN, PL
37.139.146.0/24 #AS42739 FONE-ASN, PL
37.139.149.0/24 #AS42739 FONE-ASN, PL
77.242.224.0/20 #AS42739 FONE-ASN, PL
78.159.64.0/20 #AS42739 FONE-ASN, PL
78.159.83.0/24 #AS42739 FONE-ASN, PL
92.55.192.0/18 #AS42739 FONE-ASN, PL
178.213.56.0/21 #AS42739 FONE-ASN, PL
185.46.92.0/22 #AS42739 FONE-ASN, PL
188.112.0.0/18 #AS42739 FONE-ASN, PL
192.175.48.1/32 #AS42746 ACL, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
77.87.0.0/21 #AS42763 CZAJEN, PL
91.193.120.0/22 #AS42763 CZAJEN, PL
193.33.174.0/23 #AS42763 CZAJEN, PL
194.110.240.0/24 #AS42778 CDPROJEKT, PL
2.59.10.0/23 #AS42830 TVSAT364-AS, PL
91.193.160.0/22 #AS42830 TVSAT364-AS, PL
91.236.129.0/24 #AS42830 TVSAT364-AS, PL
176.105.128.0/20 #AS42830 TVSAT364-AS, PL
185.212.164.0/22 #AS42830 TVSAT364-AS, PL
46.174.72.0/21 #AS42832 PPHU-VOIP-PARTNERS, PL
84.234.125.0/24 #AS42832 PPHU-VOIP-PARTNERS, PL
91.240.68.0/24 #AS42832 PPHU-VOIP-PARTNERS, PL
193.33.0.0/23 #AS42832 PPHU-VOIP-PARTNERS, PL
194.110.77.0/24 #AS42832 PPHU-VOIP-PARTNERS, PL
86.111.200.0/22 #AS42877 AKRON-ASN, PL
86.111.204.0/24 #AS42877 AKRON-ASN, PL
86.111.206.0/23 #AS42877 AKRON-ASN, PL
192.175.48.1/32 #AS42900 AS-3S-DC, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.193.208.0/22 #AS42914 IMPERIUM-AS, PL
178.16.96.0/20 #AS42914 IMPERIUM-AS, PL
194.61.228.0/22 #AS42914 IMPERIUM-AS, PL
88.199.162.0/24 #AS42923 PLK-AS PLK AS Number, PL
217.79.144.0/22 #AS42923 PLK-AS PLK AS Number, PL
46.22.160.0/24 #AS42927 S-NET-AS, PL
46.22.163.0/24 #AS42927 S-NET-AS, PL
46.22.164.0/23 #AS42927 S-NET-AS, PL
46.22.167.0/24 #AS42927 S-NET-AS, PL
46.22.168.0/23 #AS42927 S-NET-AS, PL
46.22.170.0/24 #AS42927 S-NET-AS, PL
46.22.173.0/24 #AS42927 S-NET-AS, PL
80.82.16.0/22 #AS42927 S-NET-AS, PL
80.82.20.0/23 #AS42927 S-NET-AS, PL
80.82.22.0/24 #AS42927 S-NET-AS, PL
80.82.25.0/24 #AS42927 S-NET-AS, PL
80.82.26.0/23 #AS42927 S-NET-AS, PL
80.82.28.0/22 #AS42927 S-NET-AS, PL
91.189.248.0/21 #AS42927 S-NET-AS, PL
91.198.137.0/24 #AS42927 S-NET-AS, PL
91.217.182.0/24 #AS42927 S-NET-AS, PL
94.124.0.0/24 #AS42927 S-NET-AS, PL
94.124.2.0/23 #AS42927 S-NET-AS, PL
94.124.4.0/22 #AS42927 S-NET-AS, PL
94.124.8.0/21 #AS42927 S-NET-AS, PL
185.28.16.0/22 #AS42927 S-NET-AS, PL
185.91.215.0/24 #AS42927 S-NET-AS, PL
185.157.80.0/23 #AS42927 S-NET-AS, PL
185.157.82.0/24 #AS42927 S-NET-AS, PL
213.210.35.0/24 #AS42927 S-NET-AS, PL
192.175.48.1/32 #AS42928 WKT, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS42935 PL-SSH-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS42945 EPSO, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
194.0.199.0/24 #AS42966 ORBICO-PL-AS, PL
77.245.240.0/20 #AS42968 K-PSI-AS Conectio, PL
93.91.208.0/20 #AS42968 K-PSI-AS Conectio, PL
91.196.8.0/22 #AS42981 RES-, PL
185.153.36.0/22 #AS42981 RES-, PL
194.110.238.0/24 #AS42981 RES-, PL
