109.70.240.0/21 #AS31034 ARUBA-ASN, IT
147.189.210.0/24 #AS31034 ARUBA-ASN, IT
149.3.144.0/21 #AS31034 ARUBA-ASN, IT
176.107.144.0/21 #AS31034 ARUBA-ASN, IT
178.255.241.0/24 #AS31034 ARUBA-ASN, IT
185.5.92.0/23 #AS31034 ARUBA-ASN, IT
185.56.8.0/22 #AS31034 ARUBA-ASN, IT
185.58.116.0/22 #AS31034 ARUBA-ASN, IT
185.58.192.0/22 #AS31034 ARUBA-ASN, IT
185.77.84.0/22 #AS31034 ARUBA-ASN, IT
185.91.71.0/24 #AS31034 ARUBA-ASN, IT
185.94.83.0/24 #AS31034 ARUBA-ASN, IT
185.205.40.0/22 #AS31034 ARUBA-ASN, IT
185.220.52.0/22 #AS31034 ARUBA-ASN, IT
188.213.160.0/20 #AS31034 ARUBA-ASN, IT
193.42.14.0/24 #AS31034 ARUBA-ASN, IT
193.168.216.0/24 #AS31034 ARUBA-ASN, IT
193.254.240.0/23 #AS31034 ARUBA-ASN, IT
194.126.148.0/23 #AS31034 ARUBA-ASN, IT
194.164.145.0/24 #AS31034 ARUBA-ASN, IT
194.182.110.0/23 #AS31034 ARUBA-ASN, IT
195.128.234.0/23 #AS31034 ARUBA-ASN, IT
195.191.251.0/24 #AS31034 ARUBA-ASN, IT
195.210.33.0/24 #AS31034 ARUBA-ASN, IT
195.225.168.0/22 #AS31034 ARUBA-ASN, IT
195.231.0.0/19 #AS31034 ARUBA-ASN, IT
195.231.32.0/21 #AS31034 ARUBA-ASN, IT
195.231.48.0/20 #AS31034 ARUBA-ASN, IT
195.231.64.0/19 #AS31034 ARUBA-ASN, IT
195.234.171.0/24 #AS31034 ARUBA-ASN, IT
195.250.34.0/24 #AS31034 ARUBA-ASN, IT
209.227.224.0/20 #AS31034 ARUBA-ASN, IT
212.237.0.0/18 #AS31034 ARUBA-ASN, IT
217.61.8.0/21 #AS31034 ARUBA-ASN, IT
217.61.24.0/21 #AS31034 ARUBA-ASN, IT
217.61.32.0/19 #AS31034 ARUBA-ASN, IT
217.61.120.0/21 #AS31034 ARUBA-ASN, IT
217.73.224.0/20 #AS31034 ARUBA-ASN, IT
185.117.112.0/22 #AS31043 ITCILO-ASN, IT
195.47.232.0/24 #AS31043 ITCILO-ASN, IT
82.119.32.0/19 #AS31067 SEAC-AS, IT
193.17.45.0/24 #AS31086 ORTHOFIX-AS, IT
5.172.64.0/19 #AS31115 INTRED-AS, IT
31.171.136.0/21 #AS31115 INTRED-AS, IT
62.97.32.0/19 #AS31115 INTRED-AS, IT
91.187.192.0/19 #AS31115 INTRED-AS, IT
94.126.56.0/21 #AS31115 INTRED-AS, IT
130.255.144.0/21 #AS31115 INTRED-AS, IT
178.19.144.0/20 #AS31115 INTRED-AS, IT
185.11.192.0/22 #AS31115 INTRED-AS, IT
185.189.36.0/22 #AS31115 INTRED-AS, IT
194.93.40.0/22 #AS31115 INTRED-AS, IT
194.150.162.0/23 #AS31115 INTRED-AS, IT
195.134.176.0/21 #AS31115 INTRED-AS, IT
213.225.234.0/23 #AS31115 INTRED-AS, IT
31.217.200.0/21 #AS31121 WPWEB-AS, IT
193.26.128.0/24 #AS31121 WPWEB-AS, IT
194.116.164.0/23 #AS31121 WPWEB-AS, IT
217.118.240.0/20 #AS31144 ASWFP, IT
83.147.64.0/18 #AS31222 ASN-TERRA, IT
185.156.240.0/22 #AS31222 ASN-TERRA, IT
217.72.40.0/21 #AS31222 ASN-TERRA, IT
131.175.0.0/22 #AS31248 CINECA-AS-MI AS Cineca Sede di Milano, IT
31.44.160.0/20 #AS31263 MYNET-AS, IT
31.193.144.0/20 #AS31263 MYNET-AS, IT
45.67.40.0/22 #AS31263 MYNET-AS, IT
45.94.0.0/22 #AS31263 MYNET-AS, IT
45.142.184.0/22 #AS31263 MYNET-AS, IT
77.81.166.0/24 #AS31263 MYNET-AS, IT
77.240.224.0/20 #AS31263 MYNET-AS, IT
77.241.0.0/21 #AS31263 MYNET-AS, IT
77.241.10.0/23 #AS31263 MYNET-AS, IT
77.241.12.0/22 #AS31263 MYNET-AS, IT
79.133.100.0/22 #AS31263 MYNET-AS, IT
80.68.176.0/20 #AS31263 MYNET-AS, IT
80.88.160.0/20 #AS31263 MYNET-AS, IT
84.247.16.0/24 #AS31263 MYNET-AS, IT
84.247.208.0/20 #AS31263 MYNET-AS, IT
84.247.224.0/19 #AS31263 MYNET-AS, IT
85.204.252.0/24 #AS31263 MYNET-AS, IT
88.214.44.0/22 #AS31263 MYNET-AS, IT
89.34.203.0/24 #AS31263 MYNET-AS, IT
92.62.80.0/20 #AS31263 MYNET-AS, IT
93.91.128.0/20 #AS31263 MYNET-AS, IT
119.12.32.0/20 #AS31263 MYNET-AS, IT
151.2.16.0/22 #AS31263 MYNET-AS, IT
151.2.64.0/19 #AS31263 MYNET-AS, IT
151.2.112.0/20 #AS31263 MYNET-AS, IT
176.62.48.0/20 #AS31263 MYNET-AS, IT
178.175.192.0/18 #AS31263 MYNET-AS, IT
178.238.48.0/20 #AS31263 MYNET-AS, IT
185.5.196.0/22 #AS31263 MYNET-AS, IT
185.229.172.0/22 #AS31263 MYNET-AS, IT
195.182.227.0/24 #AS31263 MYNET-AS, IT
195.182.228.0/22 #AS31263 MYNET-AS, IT
195.182.232.0/21 #AS31263 MYNET-AS, IT
195.182.240.0/20 #AS31263 MYNET-AS, IT
83.149.128.0/18 #AS31319 ESTRACOM-AS, IT
91.109.48.0/21 #AS31319 ESTRACOM-AS, IT
185.119.244.0/22 #AS31319 ESTRACOM-AS, IT
185.121.156.0/22 #AS31319 ESTRACOM-AS, IT
193.43.106.0/23 #AS31319 ESTRACOM-AS, IT
193.43.108.0/24 #AS31319 ESTRACOM-AS, IT
193.238.84.0/24 #AS31319 ESTRACOM-AS, IT
217.147.144.0/20 #AS31403 INVA-AS, IT
83.137.104.0/21 #AS31467 ARCASGR-AS, IT
217.148.112.0/20 #AS31495 TELERETE-AS, IT
192.175.48.1/32 #AS31516 REG-PIEMONTE-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
217.149.80.0/20 #AS31570 BENTEC-AS, IT
45.66.100.0/22 #AS31617 REEVO, IT
45.92.148.0/22 #AS31617 REEVO, IT
62.192.148.0/22 #AS31617 REEVO, IT
91.241.86.0/23 #AS31617 REEVO, IT
151.1.100.0/24 #AS31617 REEVO, IT
185.186.92.0/22 #AS31617 REEVO, IT
185.252.52.0/22 #AS31617 REEVO, IT
192.166.252.0/24 #AS31617 REEVO, IT
192.172.232.0/24 #AS31617 REEVO, IT
192.188.248.0/24 #AS31617 REEVO, IT
192.207.14.0/24 #AS31617 REEVO, IT
193.23.114.0/24 #AS31617 REEVO, IT
194.143.142.0/23 #AS31617 REEVO, IT
195.88.230.0/23 #AS31617 REEVO, IT
195.88.234.0/23 #AS31617 REEVO, IT
217.26.180.0/22 #AS31617 REEVO, IT
5.144.184.0/21 #AS31638 ASN-LEPIDA, IT
37.156.96.0/22 #AS31638 ASN-LEPIDA, IT
37.156.148.0/22 #AS31638 ASN-LEPIDA, IT
37.156.168.0/22 #AS31638 ASN-LEPIDA, IT
37.156.208.0/22 #AS31638 ASN-LEPIDA, IT
44.3.0.0/17 #AS31638 ASN-LEPIDA, IT
44.32.32.0/21 #AS31638 ASN-LEPIDA, IT
44.32.140.0/23 #AS31638 ASN-LEPIDA, IT
46.255.80.0/21 #AS31638 ASN-LEPIDA, IT
86.104.6.0/24 #AS31638 ASN-LEPIDA, IT
86.104.229.0/24 #AS31638 ASN-LEPIDA, IT
86.105.8.0/24 #AS31638 ASN-LEPIDA, IT
89.33.232.0/24 #AS31638 ASN-LEPIDA, IT
89.34.6.0/24 #AS31638 ASN-LEPIDA, IT
89.39.92.0/24 #AS31638 ASN-LEPIDA, IT
89.39.224.0/20 #AS31638 ASN-LEPIDA, IT
89.42.230.0/24 #AS31638 ASN-LEPIDA, IT
89.44.206.0/24 #AS31638 ASN-LEPIDA, IT
89.45.24.0/21 #AS31638 ASN-LEPIDA, IT
89.45.95.0/24 #AS31638 ASN-LEPIDA, IT
89.47.32.0/23 #AS31638 ASN-LEPIDA, IT
93.113.89.0/24 #AS31638 ASN-LEPIDA, IT
93.115.170.0/23 #AS31638 ASN-LEPIDA, IT
93.118.37.0/24 #AS31638 ASN-LEPIDA, IT
94.177.18.0/23 #AS31638 ASN-LEPIDA, IT
94.177.151.0/24 #AS31638 ASN-LEPIDA, IT
176.223.164.0/24 #AS31638 ASN-LEPIDA, IT
185.77.161.0/24 #AS31638 ASN-LEPIDA, IT
185.82.168.0/22 #AS31638 ASN-LEPIDA, IT
188.209.80.0/20 #AS31638 ASN-LEPIDA, IT
188.210.239.0/24 #AS31638 ASN-LEPIDA, IT
188.212.153.0/24 #AS31638 ASN-LEPIDA, IT
188.215.44.0/22 #AS31638 ASN-LEPIDA, IT
188.215.65.0/24 #AS31638 ASN-LEPIDA, IT
188.215.247.0/24 #AS31638 ASN-LEPIDA, IT
188.215.248.0/24 #AS31638 ASN-LEPIDA, IT
188.241.4.0/23 #AS31638 ASN-LEPIDA, IT
188.241.190.0/23 #AS31638 ASN-LEPIDA, IT
192.82.220.0/23 #AS31638 ASN-LEPIDA, IT
193.43.80.0/21 #AS31638 ASN-LEPIDA, IT
193.43.184.0/21 #AS31638 ASN-LEPIDA, IT
193.43.192.0/20 #AS31638 ASN-LEPIDA, IT
193.200.213.0/24 #AS31638 ASN-LEPIDA, IT
195.62.160.0/19 #AS31638 ASN-LEPIDA, IT
82.213.64.0/23 #AS33942 IREN-ENERGIA-AS, IT
82.213.67.0/24 #AS33942 IREN-ENERGIA-AS, IT
82.213.68.0/23 #AS33942 IREN-ENERGIA-AS, IT
82.213.72.0/21 #AS33942 IREN-ENERGIA-AS, IT
82.213.84.0/22 #AS33942 IREN-ENERGIA-AS, IT
82.213.102.0/23 #AS33942 IREN-ENERGIA-AS, IT
82.213.104.0/21 #AS33942 IREN-ENERGIA-AS, IT
83.139.192.0/23 #AS33942 IREN-ENERGIA-AS, IT
83.139.195.0/24 #AS33942 IREN-ENERGIA-AS, IT
83.139.196.0/22 #AS33942 IREN-ENERGIA-AS, IT
83.139.201.0/24 #AS33942 IREN-ENERGIA-AS, IT
83.139.208.0/24 #AS33942 IREN-ENERGIA-AS, IT
217.175.48.0/20 #AS33964 SOGEI-ASN, IT
46.102.101.0/24 #AS33986 ASN-REDDER, IT
185.41.72.0/22 #AS33986 ASN-REDDER, IT
185.169.44.0/22 #AS33986 ASN-REDDER, IT
212.94.135.0/24 #AS33986 ASN-REDDER, IT
212.94.136.0/24 #AS33986 ASN-REDDER, IT
217.194.176.0/20 #AS33986 ASN-REDDER, IT
31.14.163.0/24 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
45.181.78.0/23 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.0.0/21 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.8.0/22 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.12.0/23 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.16.0/20 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.32.0/19 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.192.0/19 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.224.0/20 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.240.0/22 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.246.0/23 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
84.33.248.0/21 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
172.83.81.0/24 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
185.249.180.0/22 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
193.188.28.0/22 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
217.70.144.0/20 #AS34081 SERVER24-AS INCUBATEC GmbH - Srl, IT
193.138.160.0/22 #AS34216 TRENITALIA-AS, IT
91.226.108.0/23 #AS34405 ANCITEL-ASN, IT
185.249.157.0/24 #AS34428 EIGHTROUTE 8ROUTE-GLPR, IT
193.41.57.0/24 #AS34428 EIGHTROUTE 8ROUTE-GLPR, IT
185.37.116.0/22 #AS34599 EITOWERS-AS, IT
193.104.76.0/24 #AS34599 EITOWERS-AS, IT
193.104.80.0/24 #AS34599 EITOWERS-AS, IT
193.104.93.0/24 #AS34599 EITOWERS-AS, IT
193.104.94.0/24 #AS34599 EITOWERS-AS, IT
77.72.32.0/21 #AS34606 ASN-BBBELL, IT
77.108.0.0/18 #AS34606 ASN-BBBELL, IT
81.30.0.0/20 #AS34606 ASN-BBBELL, IT
82.215.128.0/18 #AS34606 ASN-BBBELL, IT
85.159.176.0/21 #AS34606 ASN-BBBELL, IT
88.87.96.0/19 #AS34606 ASN-BBBELL, IT
95.140.136.0/21 #AS34606 ASN-BBBELL, IT
185.73.244.0/22 #AS34606 ASN-BBBELL, IT
185.117.216.0/22 #AS34606 ASN-BBBELL, IT
185.167.20.0/22 #AS34606 ASN-BBBELL, IT
194.116.0.0/18 #AS34606 ASN-BBBELL, IT
194.176.126.0/24 #AS34606 ASN-BBBELL, IT
80.70.112.0/22 #AS34613 LYNK-AS, IT
46.254.40.0/21 #AS34618 PROMETEO-AS, IT
95.131.56.0/21 #AS34618 PROMETEO-AS, IT
185.92.104.0/22 #AS34618 PROMETEO-AS, IT
193.238.76.0/22 #AS34618 PROMETEO-AS, IT
185.141.228.0/24 #AS34650 ADB-AS, IT
193.33.98.0/23 #AS34650 ADB-AS, IT
185.243.36.0/22 #AS34680 TRIENT, IT
91.233.252.0/22 #AS34691 TLCWEB-AS Intendo S.r.l. - Business Unit TLCWEB, IT
194.69.60.0/22 #AS34691 TLCWEB-AS Intendo S.r.l. - Business Unit TLCWEB, IT
85.116.224.0/20 #AS34699 MINISTERO-ESTERI-AS, IT
80.76.16.0/20 #AS34731 ARCHIMEDIA-AS, IT
88.80.64.0/19 #AS34731 ARCHIMEDIA-AS, IT
31.6.80.0/20 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
45.13.88.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
45.93.36.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
46.229.80.0/20 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
80.70.116.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
82.163.32.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
84.234.100.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
89.189.32.0/20 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
89.189.56.0/21 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
92.246.96.0/21 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
92.246.112.0/20 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
93.93.16.0/21 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
109.234.136.0/21 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
146.255.160.0/21 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
159.255.156.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.23.84.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.103.80.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.126.140.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.138.36.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.158.28.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.171.36.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
185.178.12.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
193.238.136.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
195.225.224.0/22 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
213.178.192.0/20 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
217.72.32.0/21 #AS34758 AXERA-ASN34758 Axera S.P.A., IT
85.159.192.0/21 #AS34759 ASN-BANCADITALIA, IT
37.247.48.0/21 #AS34971 PDDA-AS, IT
95.157.96.0/24 #AS34971 PDDA-AS, IT
162.250.144.0/22 #AS34971 PDDA-AS, IT
185.34.136.0/24 #AS34971 PDDA-AS, IT
185.136.176.0/24 #AS34971 PDDA-AS, IT
188.164.128.0/21 #AS34971 PDDA-AS, IT
192.71.245.0/24 #AS34971 PDDA-AS, IT
192.165.67.0/24 #AS34971 PDDA-AS, IT
193.182.16.0/24 #AS34971 PDDA-AS, IT
193.183.98.0/23 #AS34971 PDDA-AS, IT
193.234.224.0/23 #AS34971 PDDA-AS, IT
194.14.179.0/24 #AS34971 PDDA-AS, IT
194.68.40.0/24 #AS34971 PDDA-AS, IT
194.68.42.0/24 #AS34971 PDDA-AS, IT
194.71.225.0/24 #AS34971 PDDA-AS, IT
195.88.4.0/23 #AS34971 PDDA-AS, IT
81.29.224.0/20 #AS34978 ASLINKWIRELESS, IT
185.52.8.0/22 #AS34978 ASLINKWIRELESS, IT
80.64.112.0/20 #AS35006 CAMERA-AS Camera dei Deputati, IT
185.198.116.0/22 #AS35051 NEXI-AS, IT
193.108.60.0/22 #AS35051 NEXI-AS, IT
185.95.144.0/22 #AS35066 FOSCHI-AS, IT
192.175.48.1/32 #AS35105 RFI, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
78.40.168.0/22 #AS35110 REGIONE-BASILICATA-AS, IT
193.22.90.0/24 #AS35114 GIUNTI-AS, IT
80.91.48.0/21 #AS35130 SFERANET-AS Register S.p.A. ex Sfera Networks s.r.l., IT
80.91.56.0/23 #AS35130 SFERANET-AS Register S.p.A. ex Sfera Networks s.r.l., IT
185.196.160.0/22 #AS35130 SFERANET-AS Register S.p.A. ex Sfera Networks s.r.l., IT
45.145.27.0/24 #AS35131 YDEA, IT
185.160.120.0/23 #AS35146 ABNET, IT
185.160.122.0/24 #AS35146 ABNET, IT
185.201.119.0/24 #AS35146 ABNET, IT
192.175.48.1/32 #AS35172 PROCNE-AS Procne Srl - ISP services in Italy, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
5.145.120.0/21 #AS35193 IFOM, IT
85.239.160.0/19 #AS35193 IFOM, IT
92.119.132.0/22 #AS35357 NTSGROUP-AS, IT
85.119.40.0/21 #AS35359 ADRTEL-AS, IT
193.222.136.0/24 #AS35514 GEOX, IT
194.187.124.0/22 #AS35519 BANCO-DI-DESIO-AS, IT
93.101.0.0/20 #AS35574 BRIGHTSTARLOTTERY Brightstar Lottery S.p.A. is an Italian company providing regulated games., IT
185.40.12.0/22 #AS35574 BRIGHTSTARLOTTERY Brightstar Lottery S.p.A. is an Italian company providing regulated games., IT
194.187.172.0/22 #AS35574 BRIGHTSTARLOTTERY Brightstar Lottery S.p.A. is an Italian company providing regulated games., IT
178.239.37.0/24 #AS35590 OMEGACOM, IT
5.157.96.0/19 #AS35612 NGI-AS, IT
49.236.0.0/18 #AS35612 NGI-AS, IT
77.32.0.0/17 #AS35612 NGI-AS, IT
78.134.0.0/17 #AS35612 NGI-AS, IT
81.174.0.0/18 #AS35612 NGI-AS, IT
84.33.64.0/18 #AS35612 NGI-AS, IT
84.33.128.0/18 #AS35612 NGI-AS, IT
88.147.0.0/17 #AS35612 NGI-AS, IT
88.149.128.0/17 #AS35612 NGI-AS, IT
128.116.128.0/17 #AS35612 NGI-AS, IT
146.241.0.0/16 #AS35612 NGI-AS, IT
147.53.128.0/17 #AS35612 NGI-AS, IT
185.11.20.0/22 #AS35612 NGI-AS, IT
212.124.160.0/19 #AS35612 NGI-AS, IT
216.247.128.0/18 #AS35612 NGI-AS, IT
5.133.96.0/22 #AS35617 AIR2BITE-AS, IT
45.131.220.0/22 #AS35617 AIR2BITE-AS, IT
46.21.16.0/22 #AS35617 AIR2BITE-AS, IT
85.204.42.0/24 #AS35617 AIR2BITE-AS, IT
86.104.135.0/24 #AS35617 AIR2BITE-AS, IT
91.214.60.0/22 #AS35617 AIR2BITE-AS, IT
109.239.240.0/20 #AS35617 AIR2BITE-AS, IT
178.132.88.0/21 #AS35617 AIR2BITE-AS, IT
185.59.132.0/22 #AS35617 AIR2BITE-AS, IT
185.72.40.0/22 #AS35617 AIR2BITE-AS, IT
185.97.120.0/22 #AS35617 AIR2BITE-AS, IT
185.225.128.0/22 #AS35617 AIR2BITE-AS, IT
212.81.60.0/22 #AS35617 AIR2BITE-AS, IT
192.175.48.1/32 #AS35836 ASN-VSIX-RS Route Server VSIX, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.204.100.0/24 #AS39019 DALMINE_SPA-AS, IT
185.213.46.0/24 #AS39019 DALMINE_SPA-AS, IT
5.56.8.0/21 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
5.83.120.0/21 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
31.7.144.0/20 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
45.80.172.0/23 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
45.90.232.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
78.138.32.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
83.229.8.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
89.21.192.0/19 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
91.214.72.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
93.88.96.0/20 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
94.101.48.0/20 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
176.126.107.0/24 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.9.208.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.29.248.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.104.124.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.105.92.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.105.104.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.105.128.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.105.212.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.195.8.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.217.228.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
195.60.190.0/23 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
213.167.232.0/21 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
213.178.215.0/24 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
217.28.68.0/22 #AS39120 CONVERGENZE-AS ISP services in Italy, IT
185.53.148.0/22 #AS39217 ELMEC-AS, IT
185.98.74.0/23 #AS39217 ELMEC-AS, IT
185.132.168.0/22 #AS39217 ELMEC-AS, IT
185.173.244.0/22 #AS39217 ELMEC-AS, IT
194.79.56.0/22 #AS39217 ELMEC-AS, IT
109.68.152.0/21 #AS39250 ASN-HYPERGRID, IT
185.109.184.0/22 #AS39423 MPC-AS, IT
178.238.50.0/24 #AS39448 MYNET-CLOUDSERVICES, IT
78.26.127.0/24 #AS39479 NS3-ASN, IT
185.91.160.0/22 #AS39479 NS3-ASN, IT
185.142.121.0/24 #AS39479 NS3-ASN, IT
213.187.10.0/23 #AS39479 NS3-ASN, IT
46.233.128.0/18 #AS39636 ASN-AEMNET, IT
89.184.96.0/19 #AS39636 ASN-AEMNET, IT
94.74.0.0/18 #AS39636 ASN-AEMNET, IT
81.30.16.0/20 #AS39657 COMESER-AS, IT
81.93.32.0/20 #AS39657 COMESER-AS, IT
93.88.32.0/20 #AS39657 COMESER-AS, IT
185.63.12.0/22 #AS39657 COMESER-AS, IT
217.30.0.0/22 #AS39657 COMESER-AS, IT
62.177.16.0/20 #AS39719 LIGURIADIGITALE_AS, IT
81.23.80.0/20 #AS39719 LIGURIADIGITALE_AS, IT
81.88.48.0/20 #AS39729 REGISTER-AS, IT
185.2.4.0/22 #AS39729 REGISTER-AS, IT
185.110.66.0/23 #AS39729 REGISTER-AS, IT
195.110.100.0/22 #AS39729 REGISTER-AS, IT
195.110.104.0/23 #AS39729 REGISTER-AS, IT
195.110.107.0/24 #AS39729 REGISTER-AS, IT
195.110.112.0/24 #AS39729 REGISTER-AS, IT
195.110.118.0/23 #AS39729 REGISTER-AS, IT
195.110.120.0/21 #AS39729 REGISTER-AS, IT
213.158.80.0/22 #AS39729 REGISTER-AS, IT
37.77.103.0/24 #AS39739 ASIGUZZINI, IT
89.107.88.0/21 #AS39808 FONTEL, IT
185.123.212.0/22 #AS39808 FONTEL, IT
85.159.144.0/22 #AS39825 NEEN-ASN, IT
85.159.148.0/24 #AS39825 NEEN-ASN, IT
85.159.150.0/23 #AS39825 NEEN-ASN, IT
185.223.208.0/22 #AS39825 NEEN-ASN, IT
192.175.48.1/32 #AS39874 VIATEK, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
89.188.128.0/19 #AS39887 TELEVIDEOCOM-AS, IT
5.59.79.0/24 #AS41050 OPENCONNEXIO, IT
5.59.96.0/24 #AS41050 OPENCONNEXIO, IT
5.59.193.0/24 #AS41050 OPENCONNEXIO, IT
185.254.120.0/24 #AS41050 OPENCONNEXIO, IT
89.207.80.0/21 #AS41094 ASN-PROVINCIADITERNI, IT
193.219.109.0/24 #AS41100 IT-ENET-IGPDECAUX, IT
89.207.104.0/21 #AS41160 ORIGINENET-AS, IT
159.253.184.0/21 #AS41160 ORIGINENET-AS, IT
185.64.204.0/22 #AS41160 ORIGINENET-AS, IT
185.116.0.0/22 #AS41160 ORIGINENET-AS, IT
185.205.164.0/22 #AS41160 ORIGINENET-AS, IT
185.225.216.0/22 #AS41160 ORIGINENET-AS, IT
195.64.188.0/23 #AS41169 AVIO-AS, IT
192.175.48.1/32 #AS41277 ASENAIPPI, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
84.38.48.0/20 #AS41325 REGIONEMARCHE-BKB-AS, IT
5.183.110.0/24 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
31.185.96.0/24 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
31.185.98.0/23 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
31.185.100.0/24 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
31.185.102.0/23 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
45.154.236.0/24 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
93.94.88.0/21 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
171.22.208.0/23 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
171.22.210.0/24 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
185.61.168.0/22 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
185.157.228.0/22 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
185.172.206.0/24 #AS41327 FIBERTELECOM-AS Fiber Telecom S.p.A., IT
185.140.168.0/22 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
193.42.134.0/24 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
194.116.72.0/21 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
194.116.80.0/20 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
